Unnamed: 0,1,2,3,4,5,6,7
멍뭉이,100.0,72.01165,76.17047,60.880833436814164,55.42793271325717,50.40314,35.54712
period,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20
킬링 로맨스,70.96065,75.60018635864003,51.73232785400696,50.95243,46.67035,42.81276,41.59114
period,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21
헝거게임: 노래하는 새와 뱀의 발라드,68.70687,85.92625,85.2536,75.60018635864003,47.28533452283354,48.39008,43.73346
period,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09
오멘: 저주의 시작,47.34973,57.59075,73.99614,75.60018635864003,54.86245563489035,42.25797,60.39978
period,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18
오펀: 천사의 탄생,50.65053,65.58598,81.25524,75.60018635864003,55.3208253567335,48.21994,44.97789
period,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14
극장판 엄마 까투리: 도시로 간 까투리 가족,44.76297,76.19398,48.18131745893123,91.71449075599527,88.82177,40.21095,24.18903
period,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12
퍼피 구조대: 더 마이티 무비,38.08776,14.412753056213575,91.71449075599527,75.16506,32.17086,21.97132,21.85459
period,2023-10-19,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25
플라워 킬링 문,49.38352,81.72514,75.60018635864003,52.26892867119273,52.9375,43.69105,40.73437
period,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28
마루이 비디오,95.90349,91.98204,84.81183,75.60018635864003,77.43256043994127,65.40195,59.91448
period,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12
가여운 것들,52.48738,70.97628,84.97106,75.60018635864003,52.784788999196834,88.56079,67.85662
period,2024-02-07,2024-02-08,2024-02-09,2024-02-10,2024-02-11,2024-02-12,2024-02-13
아가일,81.04411,100.0,93.82305,41.69838111888977,70.98452733168465,71.14491,42.23669
period,2023-07-20,2023-07-21,2023-07-22,2023-07-23,2023-07-24,2023-07-25,2023-07-26
극장판 슈퍼윙스: 맥시멈 스피드,46.7852,70.20474,75.60018635864003,89.25224928814357,59.99461,52.21803,44.41451
period,2023-08-15,2023-08-16,2023-08-17,2023-08-18,2023-08-19,2023-08-20,2023-08-21
보호자,100.0,64.38409,64.11896,62.2226,5.6290013617914525,-1.4155931029062572,30.38294
period,2024-01-10,2024-01-11,2024-01-12,2024-01-13,2024-01-14,2024-01-15,2024-01-16
길위에 김대중,61.44207,72.56097,79.42073,75.60018635864003,80.42532954306365,63.52134,60.67987
period,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12
패스트 라이브즈,66.2329,80.49518,91.47591,75.60018635864003,54.10378261862156,66.90103,50.60541
period,2023-10-18,2023-10-19,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24
블루 자이언트,76.93347,95.82352,87.97628,75.60018635864003,87.1756466870174,72.95317,74.97602
period,2023-08-02,2023-08-03,2023-08-04,2023-08-05,2023-08-06,2023-08-07,2023-08-08
몬스터 패밀리 2,100.0,94.92723,85.07385,75.19073687069451,58.22590164174531,52.39031,46.17085
period,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14
다음 소희,67.02359,69.20908,90.66881,75.60018635864003,57.13955508802664,56.37375,56.96439
period,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29
스트레인지 월드,60.22453,51.36966,70.95733,75.60018635864003,61.581293725413715,40.2082,39.72647
period,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07
에브리씽 에브리웨어 올 앳 원스+,100.0,62.05956,57.26163,24.894851571145985,28.323911137763247,41.96142,45.23274
period,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24
캐리와 슈퍼콜라,52.95912,59.9645,66.57052,20.134923166363357,55.74077524581473,100.0,84.28088
period,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11
에어,62.07442,72.50694,73.62455,75.60018635864003,36.21932591331486,38.49085,44.66435
period,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21
어메이징 모리스,54.7951,60.97347,73.59078,75.60018635864003,53.38518278113467,48.17702,47.71695
period,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13
블랙폰,69.77915,100.0,99.11142,44.433744477493015,53.68332526690051,64.61615,42.06482
period,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12
스마일,59.80672,71.35662,36.33502606260292,91.71449075599527,71.04069,47.74763,40.43858
period,2024-01-31,2024-02-01,2024-02-02,2024-02-03,2024-02-04,2024-02-05,2024-02-06
추락의 해부,93.3494,100.0,87.14351,69.12222806456556,78.75638313932541,76.83479,63.88075
period,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14
뉴 노멀,58.08263,75.89417,73.66356,75.60018635864003,75.56681675053474,77.88331,71.72112
period,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09
비키퍼,80.07967,87.23357,94.12694,75.60018635864003,48.29438305767634,45.74228,44.93377
period,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19
엘비스,96.19069,100.0,88.24501,62.92462332160242,63.39676587395456,70.10373,61.92678
period,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29
스노우 폭스: 썰매개가 될 거야!,37.46103,62.18758,75.60018635864003,73.69336290295568,38.50665,28.25162,21.1618
period,2023-10-11,2023-10-12,2023-10-13,2023-10-14,2023-10-15,2023-10-16,2023-10-17
화사한 그녀,62.84196,90.58772,86.99695,75.60018635864003,65.61123461548154,52.77492,43.42185
period,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07
방탄소년단: 옛 투 컴 인 시네마,42.11079,100.0,61.37213,3.091864210166378,23.64106226741921,32.22884,33.35086
period,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20
"여름을 향한 터널, 이별의 출구",47.65229,84.00574,75.60018635864003,66.52951281684983,52.05459,47.3477,43.04885
