Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors,movieCd,fd_rank,w1_rank,w2_rank,w1_au,w2_au,w3_au
232.0,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,511513000.0,0.0,511513000.0,57452.0,57452.0,284.0,5036.0,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,액션,어드벤처",,"하성용,정재헌,엄상현,윤승희,김율,유동균,김정은,한경화,박성영,이재현",20239913,6,11,28,40023,49023,54795
233.0,기동전사 건담 시드 프리덤,2024-04-03,613709244.0,0.0,613709244.0,56596.0,56596.0,418.0,5353.0,일본,일본,,워터홀컴퍼니(주),12세이상관람가,애니메이션,후쿠다 미츠오,"호시 소이치로,이시다 아키라,타나카 리에",20248222,7,10,17,39855,49486,54615
234.0,더 웨일,2023-03-01,556416366.0,0.0,556416366.0,56591.0,56591.0,203.0,4807.0,미국,미국,,(주)스튜디오디에이치엘,15세이상관람가,드라마,대런 아로노프스키,브렌든 프레이저,20230523,14,10,12,26580,35577,45045
235.0,애스터로이드 시티,2023-06-28,557843047.0,0.0,557843047.0,56455.0,56455.0,269.0,4054.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,웨스 앤더슨,"제이슨 슈왈츠먼,스칼렛 요한슨,톰 행크스,제프리 라이트,틸다 스윈튼,브라이언 크랜스톤,에드워드 노튼,애드리언 브로디,리브 슈라이버,홉 데이비스",20231781,8,7,12,34076,44322,48302
236.0,바람 따라 만나리 : 김호중의 계절,2023-10-18,1259368000.0,0.0,1259368000.0,56056.0,56056.0,78.0,2768.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,CGV ICECON",전체관람가,"공연,다큐멘터리",오윤동,김호중,20234663,6,10,19,29688,40391,49414
238.0,류이치 사카모토: 오퍼스,2023-12-27,527180447.0,0.0,527180447.0,55380.0,55380.0,251.0,4531.0,일본,일본,,"(주)엣나인필름,메가박스중앙(주)",전체관람가,"공연,다큐멘터리",소라 네오,사카모토 류이치,20236080,6,11,11,36084,45074,48976
240.0,고고다이노 극장판: 얼음공룡의 비밀,2022-10-05,494349813.0,0.0,494349813.0,54231.0,54231.0,531.0,4934.0,한국,한국,(주)모꼬지,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스",전체관람가,애니메이션,이선명,"이민규,전태열,김은아,엄상현,성완경,신용우,홍범기,김율,남도형,김명준,천지선,김채하,이영아,최향윤",20226739,9,11,26,41028,48899,51599
242.0,런닝맨: 리벤져스,2023-08-10,454676800.0,0.0,454676800.0,54097.0,54097.0,221.0,3456.0,한국,한국,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,엄영식,,20232618,8,10,19,38184,48763,51534
244.0,사운드 오브 프리덤,2024-02-21,578652700.0,0.0,578652700.0,53312.0,53312.0,248.0,4797.0,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,20247219,6,7,6,35925,46700,51740
245.0,마야 3: 숲속 왕국의 위기,2023-08-24,424258000.0,0.0,424258000.0,53226.0,53226.0,208.0,3537.0,독일,독일,,(주)박수엔터테인먼트,전체관람가,애니메이션,노엘 클리어리,,20232629,7,12,18,24938,38262,46384
246.0,인생은 뷰티풀: 비타돌체,2022-09-07,1667323500.0,0.001,1667323500.0,52969.0,52969.0,107.0,1540.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사",전체관람가,"다큐멘터리,공연","김선형,오윤동",김호중,20226879,6,9,7,26228,40664,51956
247.0,엔니오: 더 마에스트로,2023-07-05,492705957.0,0.0,492705957.0,52246.0,52246.0,67.0,2509.0,이탈리아,이탈리아,,"(주)영화사 진진,(주)씨네필운",12세이상관람가,다큐멘터리,쥬세페 토르나토레,"엔니오 모리꼬네,클린트 이스트우드,쿠엔틴 타란티노,존 윌리엄스,한스 짐머,왕가위,브루스 스프링스틴,퀸시 존스",20231923,12,13,15,12183,19381,26737
248.0,정글번치: 월드투어,2024-01-31,431379500.0,0.0,431379500.0,52193.0,52193.0,193.0,3702.0,프랑스,프랑스,,(주)무비다이브,전체관람가,애니메이션,,,20246964,10,11,12,23004,43685,49266
249.0,아인보: 아마존의 전설,2022-10-26,397326479.0,0.0,397326479.0,51683.0,51683.0,401.0,3240.0,페루,"페루,네덜란드,미국",,(주)디스테이션,전체관람가,애니메이션,"리처드 클라우스,호세 젤라다",,20226558,11,8,10,20343,33226,42321
251.0,마브카 : 숲의 노래,2023-10-18,432749154.0,0.0,432749154.0,51220.0,51220.0,489.0,4145.0,우크라이나,"우크라이나,미국",,(주)팝엔터테인먼트,전체관람가,"애니메이션,어드벤처",올레말라므,,20233653,12,12,20,28062,37445,44068
252.0,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,2022-12-21,470359418.0,0.0,470359418.0,51007.0,51007.0,432.0,3526.0,한국,한국,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김수경,"조경이,이소은,김새해,송하림,김채하,정혜원,여민정,황창영",20228309,8,8,12,32728,44909,47589
253.0,고스트버스터즈: 오싹한 뉴욕,2024-04-17,466751403.0,0.0,466751403.0,50879.0,50879.0,671.0,9824.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",길 키넌,"폴 러드,핀 울프하드,맥케나 그레이스,빌 머레이,댄 애크로이드,어니 허드슨",20248466,3,8,6,40075,42831,50823
254.0,거울 속 외딴 성,2023-04-12,489227269.0,0.0,489227269.0,50772.0,50772.0,335.0,4783.0,일본,일본,,워터홀컴퍼니(주),12세이상관람가,"애니메이션,미스터리,판타지",하라 케이이치,"아시다 마나,키타무라 타쿠미,타카야마 미나미,미야자키 아오이",20231009,4,6,13,27730,38186,40649
255.0,애프터썬,2023-02-01,484619238.0,0.0,484619238.0,49882.0,49882.0,64.0,3081.0,영국,영국,,"그린나래미디어(주),(주)영화사 안다미로",12세이상관람가,드라마,,폴 메스칼,20239877,12,13,17,11132,20242,27721
257.0,스즈메의 문단속: 다녀왔어,2024-01-10,479691900.0,0.0,479691900.0,48570.0,48570.0,185.0,4368.0,일본,일본,,(주)쇼박스,12세이상관람가,애니메이션,신카이 마코토,"하라 나노카,마츠무라 호쿠토",20236557,7,11,12,25724,38312,48048
259.0,사랑할 땐 누구나 최악이 된다,2022-08-25,487567867.0,0.0,487567867.0,48167.0,48167.0,80.0,3105.0,노르웨이,노르웨이,,"그린나래미디어(주),(주)하이스트레인저",15세이상관람가,"멜로/로맨스,드라마",요아킴 트리에,"레나테 레인스베,앤더스 다니엘슨 라이,헤르베르트 노르드룸",20225556,8,10,12,15705,25248,32672
262.0,로봇 드림,2024-03-13,448383108.0,0.0,448383108.0,45915.0,45915.0,114.0,3373.0,스페인,"스페인,프랑스",,"(주)영화사 진진,(주)하이스트레인저",전체관람가,애니메이션,파블로 베르헤르,,20234619,15,15,16,11768,18358,25561
263.0,악은 존재하지 않는다,2024-03-27,445460550.0,0.0,445460550.0,45271.0,45271.0,149.0,3458.0,일본,일본,,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",12세이상관람가,드라마,하마구치 류스케,"오미카 히토시,니시카와 료,코사카 류지,시부타니 아야카",20235838,8,7,13,22132,30413,36039
264.0,랜드 오브 배드,2024-03-13,382151629.0,0.0,382151629.0,44642.0,44642.0,394.0,6774.0,미국,미국,,메가박스중앙(주),15세이상관람가,"액션,전쟁",윌리엄 유뱅크,"러셀 크로우,리암 헴스워스,루크 헴스워스,마일로 벤티밀리아",20247782,5,6,9,30598,43071,44447
265.0,더 와일드: 야수들의 전쟁,2023-11-15,384063300.0,0.0,384063300.0,44540.0,44540.0,239.0,5458.0,한국,한국,"(주)아센디오,(주)제이앤씨미디어그룹","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",청소년관람불가,"액션,범죄",김봉한,"박성웅,오대환,오달수,주석태,서지혜,강현아,라윤",20217425,9,11,14,31407,41582,44511
266.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,385466305.0,0.0,385466305.0,43509.0,43509.0,78.0,2085.0,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,니시키오리 히로시,"오노 켄쇼,하타노 와타루,호시 소이치로",20234938,15,44,39,4699,8929,13287
268.0,"2022 영탁 단독 콘서트 ""탁쇼""",2023-06-28,1017054000.0,0.0,1017054000.0,42384.0,42384.0,72.0,1578.0,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),전체관람가,"공연,다큐멘터리",송승연,,20232220,7,10,25,36142,40500,41967
271.0,애프터 양,2022-06-01,398366300.0,0.0,407868300.0,41184.0,42147.0,161.0,3368.0,미국,미국,,"(주)영화특별시에스엠씨,주식회사 왓챠",전체관람가,"드라마,SF",코고나다,콜린 파렐,20224468,7,7,8,16547,23215,27719
273.0,지오디 마스터피스 더 무비,2024-01-10,936338000.0,0.0,936338000.0,41021.0,41021.0,75.0,1940.0,한국,한국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,손석,"박준형,윤계상,데니 안/ 안신원,손호영,김태우",20236907,9,19,26,14604,23664,29136
274.0,너와 나,2023-10-25,379645293.0,0.0,379645293.0,39179.0,39179.0,76.0,2839.0,한국,한국,주식회사 필름영,"주식회사 필름영,그린나래미디어(주)",12세이상관람가,드라마,조현철,"박혜수,김시은",20228560,13,14,18,9661,14187,17945
276.0,오토라는 남자,2023-03-29,346425730.0,0.0,346425730.0,38785.0,38785.0,371.0,5894.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,마크 포스터,톰 행크스,20230641,5,7,10,26541,35577,37384
277.0,틴에이지 크라켄 루비,2023-07-25,297448950.0,0.0,297448950.0,38547.0,38547.0,203.0,3723.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,커크 드 미코,,20232601,12,12,19,28242,35930,37646
278.0,씬,2024-04-03,356935735.0,0.0,356935735.0,38433.0,38433.0,409.0,4872.0,한국,한국,(주)도어이앤엠,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,공포(호러),한동석,"김윤혜,송이재,박지훈,이상아",20236230,10,8,19,31745,37060,38347
279.0,TAR 타르,2023-02-22,380936984.0,0.0,380936984.0,38090.0,38090.0,197.0,3173.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,토드 필드,"케이트 블란쳇,노에미 멜랑,니나 호스",20230007,8,12,15,20698,28346,32409
281.0,플레인,2023-03-15,345665658.0,0.0,345665658.0,37691.0,37691.0,358.0,5405.0,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,스릴러",장-프랑소와 리셰,"제라드 버틀러,마이크 콜터",20230199,6,8,16,29500,36661,36995
283.0,롱디,2023-05-10,308893500.0,0.0,308893500.0,36777.0,36777.0,262.0,4957.0,한국,한국,"트웰브져니(주),바젤레브스프로덕션",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"멜로/로맨스,코미디",임재완,"장동윤,박유나,고건한,전혜연,권동호,이서윤,조영길,방상현,강문봉,조대우,송영하,유아영,이승재,최진영,이승창,정진근,장의수,이시우",20218656,7,9,16,30183,36061,36697
285.0,골드핑거,2024-04-10,313980372.0,0.0,313980372.0,35359.0,35359.0,423.0,5721.0,홍콩,홍콩,,메가박스중앙(주),15세이상관람가,"범죄,액션",장문강,"양조위,유덕화,임달화",20247294,7,9,21,31295,35051,35326
292.0,슈가│어거스트 디 투어 ‘디-데이’ 더 무비,2024-04-10,956481000.0,0.0,956481000.0,33604.0,33604.0,88.0,2632.0,한국,한국,(주)하이브,CGV ICECON,12세이상관람가,공연,박준수,민윤기,20248586,8,21,26,21311,30779,31808
293.0,메이 디셈버,2024-03-13,309148799.0,0.0,309148799.0,33530.0,33530.0,400.0,4652.0,미국,미국,,판씨네마(주),청소년관람불가,드라마,토드 헤인즈,"나탈리 포트만,줄리안 무어,찰스 멜튼",20247053,4,9,14,26428,31405,32795
296.0,극장판 파워 디지몬 더 비기닝,2023-11-29,322378200.0,0.0,322378200.0,33280.0,33280.0,197.0,2787.0,일본,일본,,에스엠지홀딩스 주식회사,12세이상관람가,애니메이션,타구치 토모히사,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야",20235261,4,11,27,26488,30525,33280
297.0,썸머 필름을 타고!,2022-07-20,312069026.0,0.0,312069026.0,33011.0,33011.0,65.0,2408.0,일본,일본,,"(주)싸이더스,(주)블루라벨픽쳐스",전체관람가,기타,마츠모토 소우시,"이토 마리카,카네코 다이치,카와이 유미,이노리 키라라",20225293,7,12,12,13194,21924,25882
299.0,엔드 오브 에반게리온,2024-01-17,332354336.0,0.0,332354336.0,32578.0,32578.0,130.0,3250.0,일본,일본,,(주)라이크콘텐츠,청소년관람불가,애니메이션,"안노 히데아키,츠루마키 카즈야",,20124315,6,11,18,18362,25757,29173
300.0,네가 떨어뜨린 푸른 하늘,2023-02-08,308030509.0,0.0,308030509.0,32116.0,32116.0,449.0,5370.0,일본,일본,,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",12세이상관람가,"멜로/로맨스,SF",사이토 유키,"후쿠모토 리코,이타가키 미즈키",20229305,11,10,21,26375,29787,30715
302.0,비투비 타임 : 비투게더 더 무비,2023-11-15,628174500.0,0.0,628174500.0,31412.0,31412.0,32.0,616.0,한국,한국,,(주)케이티알파,전체관람가,"공연,다큐멘터리",,,20235631,10,23,31,15943,25948,30051
303.0,바튼 아카데미,2024-02-21,295171999.0,0.0,295171999.0,31366.0,31366.0,254.0,3144.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",알렉산더 페인,폴 지아마티,20247063,9,10,13,19326,25286,28239
307.0,테일러 스위프트 디 에라스 투어,2023-11-03,839042500.0,0.0,839042500.0,30232.0,30232.0,56.0,753.0,미국,미국,,씨제이포디플렉스 주식회사,전체관람가,공연,,,20235459,6,15,25,14651,21288,27490
308.0,어른 김장하,2023-11-15,250744972.0,0.0,250744972.0,29918.0,29918.0,98.0,1694.0,한국,한국,MBC경남,(주)시네마달,전체관람가,다큐멘터리,김현지,김장하,20232077,19,16,18,11438,17969,20023
312.0,양자경의 더 모든 날 모든 순간,2022-11-23,312260359.0,0.0,312260359.0,29362.0,29362.0,63.0,2015.0,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스",20228631,7,9,22,12696,19615,24251
314.0,사랑은 낙엽을 타고,2023-12-20,266785881.0,0.0,266785881.0,28085.0,28085.0,40.0,1518.0,핀란드,핀란드,,찬란,12세이상관람가,멜로/로맨스,아키 카우리스마키,,20235923,10,12,16,11425,17363,20999
317.0,괴담만찬,2023-10-18,220853620.0,0.0,220853620.0,27389.0,27389.0,162.0,3697.0,한국,한국,"(주)스튜디오투유,(주)아이뉴컴퍼니","TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",15세이상관람가,공포(호러),"안상훈,윤은경,김용균,임대웅,채여준","장승연,신은수,김호정,김태훈,조재윤,윤현민,장광,손지나,이주영,김주령",20231634,9,14,30,23250,26804,27312
318.0,이니셰린의 밴시,2023-03-15,274718301.0,0.0,274718301.0,27260.0,27260.0,135.0,2708.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"드라마,코미디",마틴 맥도나,"콜린 파렐,브렌단 글리슨,케리 콘든,배리 케오간",20230611,11,11,15,13737,18824,22048
319.0,파이어하트,2023-06-28,233116800.0,0.0,233116800.0,27210.0,27210.0,187.0,2452.0,프랑스,프랑스,,"(주)누리픽쳐스,(주)블루라벨픽쳐스,TCO(주)더콘텐츠온",전체관람가,"애니메이션,어드벤처,코미디,가족","시어도어 타이,로랑 제툰","엘리스 폴,뱅상 카셀",20231589,13,15,33,17555,23753,26730
321.0,리빙: 어떤 인생,2023-12-13,245881918.0,0.0,245881918.0,26734.0,26734.0,50.0,1264.0,영국,영국,,(주)티캐스트,12세이상관람가,드라마,올리버 허머너스,"빌 나이,에이미 루 우드,알렉스 샤프,톰 버크",20235693,11,16,15,8682,14290,18932
323.0,마이 샤이니 월드,2023-11-03,584927000.0,0.0,584927000.0,26481.0,26481.0,118.0,2396.0,한국,한국,"플러스엠 엔터테인먼트,(주)에스엠엔터테인먼트",메가박스중앙(주),전체관람가,"공연,다큐멘터리",이후빈,샤이니,20234722,9,25,46,13810,20304,22844
