Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors,movieCd,fd_rank,w1_rank,w2_rank,w1_au,w2_au,w3_au
184.0,비키퍼,2024-04-03,962290905.0,0.0,962290905.0,102969.0,102969.0,713.0,13022.0,미국,미국,,(주)바른손이앤에이,청소년관람불가,"액션,스릴러",데이비드 에이어,"제이슨 스타뎀,조쉬 허처슨,제레미 아이언스",20247780,3,7,13,83636,99983,102745
185.0,엘비스,2022-07-13,1098745318.0,0.0,1098745318.0,101522.0,101522.0,665.0,10094.0,미국,미국,,워너브러더스 코리아(주),15세이상관람가,드라마,바즈 루어만,"오스틴 버틀러,톰 행크스,올리비아 데종",20225175,5,5,10,69019,80308,86915
187.0,스노우 폭스: 썰매개가 될 거야!,2023-11-23,778548216.0,0.0,778548216.0,97916.0,97916.0,479.0,4251.0,미국,미국,,(주)팝엔터테인먼트,전체관람가,"애니메이션,어드벤처",아론 우들리,"제레미 레너,알렉 볼드윈",20234957,8,8,10,51792,73615,87178
188.0,극장판 도라에몽: 진구와 하늘의 유토피아,2023-07-08,885287800.0,0.0,885287800.0,97700.0,97700.0,283.0,5335.0,일본,일본,,씨제이 씨지브이(CJ CGV)(주),전체관람가,애니메이션,,"윤아영,김정아,이현주,조현정,최낙윤",20232570,7,9,13,43576,67790,78712
189.0,화사한 그녀,2023-10-11,888872900.0,0.0,888872900.0,96146.0,96146.0,414.0,12805.0,한국,한국,"(주)신영이엔씨,(주)제이앤씨미디어그룹","(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",12세이상관람가,코미디,이승준,"엄정화,송새벽,방민아,손병호,김재화,박호산,김성식,박진우,정영주,정인기,조한준,김형우,윤현식,김재용,박영웅,배준수,정윤서,김준범,김성환,서명찬,유정호,정진우,박수현,하성광,권재원,강채빈,하윤서,나현정,김태양,이동민,소계원,최문경,김시윤,윤옥길,나수윤,화영진,채길병,박성웅,박수영,박형준",20212667,3,5,11,68122,87718,94868
190.0,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,2035659000.0,0.001,2035659000.0,92539.0,92539.0,120.0,6188.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,씨제이 씨지브이(CJ CGV)(주)",전체관람가,공연,오윤동,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국",20239691,2,10,19,65773,89490,92539
191.0,"여름을 향한 터널, 이별의 출구",2023-09-14,942838858.0,0.0,942838858.0,92479.0,92479.0,269.0,7795.0,일본,일본,,(주)미디어캐슬,12세이상관람가,애니메이션,타구치 토모히사,"코미야 아리사,코야마 리키야",20228016,5,10,9,45974,67313,84175
193.0,아이유 콘서트 : 더 골든 아워,2023-09-13,2050388000.0,0.001,2050388000.0,87628.0,87628.0,63.0,2915.0,한국,한국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,"공연,다큐멘터리",,이지은,20233743,4,11,13,54122,69899,76334
194.0,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,2023-08-10,732820250.0,0.0,732820250.0,84164.0,84164.0,245.0,5675.0,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처,액션",,"하성용,정재헌,엄상현,윤승희,김율,유동균,김정은,한경화,박성영",20232698,9,14,16,56981,71720,78026
195.0,사나: 저주의 아이,2023-10-04,786544500.0,0.0,786544500.0,83945.0,83945.0,199.0,6768.0,일본,일본,,(주)바이포엠스튜디오,15세이상관람가,공포(호러),시미즈 다카시,,20234277,5,7,7,45824,70173,81967
199.0,파벨만스,2023-03-22,819973157.0,0.0,819973157.0,81467.0,81467.0,450.0,8892.0,미국,미국,,(주)씨제이이엔엠,12세이상관람가,드라마,스티븐 스필버그,"미쉘 윌리엄스,폴 다노,세스 로건,가브리엘 라벨",20230767,6,4,8,42548,61222,70474
201.0,엑소시스트: 믿는 자,2023-10-18,828698635.0,0.0,828698635.0,80219.0,80219.0,630.0,10753.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),데이빗 고든 그린,"엘렌 버스틴,레슬리 오덤 주니어,앤 도드",20234853,3,9,16,67742,79703,80202
202.0,챌린저스,2024-04-24,787794387.0,0.0,787794387.0,79821.0,79821.0,458.0,8309.0,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"드라마,멜로/로맨스",루카 구아다니노,"젠데이아 콜먼,마이크 파이스트,조쉬 오코너",20249318,4,4,7,35455,54852,67694
204.0,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,746779950.0,0.0,746779950.0,79200.0,79200.0,241.0,4330.0,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,액션,어드벤처",,"하성용,정재헌,엄상현,윤승희,김율,유동균,김정은,한경화",20226034,7,10,17,50180,66647,73708
205.0,샤잠! 신들의 분노,2023-03-15,830461274.0,0.0,830461274.0,78743.0,78743.0,799.0,14012.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",데이비드 F. 샌드버그,"제커리 리바이,애셔 앤젤,아담 브로디,잭 딜런 그레이저,그레이스 펄튼,로즈 버틀러,이안 첸,매건 굿,페이스 허만,D.J. 코드로나,조반 아만드,헬렌 미렌,루시 리우,레이첼 지글러,디몬 하운수",20230081,3,4,13,68861,77977,78604
206.0,유미의 세포들 더 무비,2024-04-03,609604900.0,0.0,609604900.0,76266.0,76266.0,441.0,10611.0,한국,한국,"(주)로커스,스튜디오엔(주)","씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마",전체관람가,애니메이션,,"윤아영,신범식,송하림,안소이,사문영,안영미",20201502,5,9,15,54242,69835,75387
208.0,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,658252000.0,0.0,658252000.0,73427.0,73427.0,234.0,4747.0,벨기에,"벨기에,프랑스",,(주)스튜디오디에이치엘,전체관람가,애니메이션,벤 스타센,"박시윤,김용,김소희",20230484,6,16,12,27346,43160,54054
211.0,보 이즈 어프레이드,2023-07-05,685318130.0,0.0,685318130.0,68762.0,68762.0,312.0,4589.0,미국,미국,,(주)스튜디오디에이치엘,청소년관람불가,"어드벤처,공포(호러)",아리 에스터,호아킨 피닉스,20231889,7,8,9,42755,56910,62973
213.0,도티와 영원의 탑,2023-12-27,629014015.0,0.0,629014015.0,67870.0,67870.0,370.0,3682.0,한국,한국,(주)샌드박스네트워크,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"배완,양희성,박인한","나희선,최예린,이민호,이민형,차재원,엄상현,이명호,방보용,정빈,김하영,김병선,임채빈,김도희,이주원,주백호,송훈,박도영,김근환,장은서,정서진,박현기,김시우,송희,김기운,하시안,서부건,조수아,김예은,권서준,이나영,조성하,최아림,강지민,공은빈,김성하,옥수진,유규선,천민규,한효경,정찬,박신후,김경륜,이지우,허은우,김경림,홍성빈,이영호,고연우,김로아,홍윤서,박채원,이지엘,이효린,이다은,최예원,하예은,하예설,임소여,오지수,손정민,이율주,남도형,신범식",20235290,9,8,15,56177,63726,66002
214.0,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,548439660.0,0.0,548439660.0,67698.0,67698.0,215.0,3581.0,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,,,20236045,10,9,12,48637,62148,64443
215.0,크레센도,2023-12-20,688200700.0,0.0,688200700.0,67401.0,67401.0,91.0,3476.0,미국,미국,,오드,전체관람가,다큐멘터리,헤더 윌크,,20233299,8,10,10,25064,41365,50384
216.0,쏘우 X,2023-12-13,680008885.0,0.0,680008885.0,65188.0,65188.0,571.0,7172.0,미국,미국,,"(주)올스타엔터테인먼트,(주)플레이그램",청소년관람불가,"공포(호러),스릴러",케빈 그루터트,"토빈 벨,쇼니 스미스",20235698,6,7,27,60005,61988,63896
