Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors
11,토르: 라그나로크,2017-10-25,39248432595,0.021,39248432595,4857152,4858572,1640,137477,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",타이카 와이티티,"크리스 헴스워스,톰 히들스턴,케이트 블란쳇,이드리스 엘바,제프 골드블럼,테사 톰슨,칼 어번,마크 러팔로,안소니 홉킨스"
12,강철비,2017-12-14,35489576466,0.019,35489576466,4452740,4452850,1426,80357,한국,한국,"(주)와이웍스엔터테인먼트,(주)브이에이스튜디오",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희,한창현,이양희,현봉식,손성찬,이지원,강덕중,최현종,권범택,천재홍,정종우"
13,꾼,2017-11-22,31313568795,0.017,31313568795,4018341,4018341,1314,117419,한국,한국,(주)영화사두둥,(주)쇼박스,15세이상관람가,범죄,장창원,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태,정민성,최홍일,김자영,류성현,유정호,손병욱,신정섭"
14,남한산성,2017-10-03,31225419792,0.017,31225419792,3849129,3849129,1229,71102,한국,한국,(주)싸이런픽쳐스,(주)씨제이이엔엠,15세이상관람가,"사극,드라마",황동혁,"이민배,이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민,신희철,한창현,허성태,이상희,곽자형,강덕중,박지일,최희도,엄지만,박재한"
15,미이라,2017-06-06,30504689978,0.016,30504689978,3689325,3689325,1257,105228,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,판타지",알렉스 커츠먼,"톰 크루즈,소피아 부텔라,애나벨 월리스,러셀 크로우,하비에르 보텟,제이크 존슨,코트니 B. 반스,딜란 스미스"
16,코코,2018-01-11,27723289440,0.015,27723289440,3513114,3513114,1177,85933,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
17,그것만이 내 세상,2018-01-17,27444525382,0.015,27444525382,3418043,3420199,956,95415,한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진,박지연,정윤하,오혜원,류제승,권귀빈,백현진,유정호,김서원,김병춘,김현정,김상욱,서정우"
18,슈퍼배드 3,2017-07-26,24217091019,0.013,24217091019,3324874,3324874,1057,59388,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"피에르 꼬팽,카일 발다","스티브 카렐,크리스틴 위그,트레이 파커"
19,아이 캔 스피크,2017-09-21,25535723986,0.013,25535723986,3280841,3283470,1140,93047,한국,한국,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규,김선경"
20,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,24975495122,0.013,24975495122,3049894,3049894,1357,85225,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,코미디","요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프"
21,데드풀 2,2018-05-16,25837165286,0.0139999999999999,25837165286,2834857,3784602,1576,67527,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디,SF",데이빗 레이치,"라이언 레이놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
22,덩케르크,2017-07-20,24576771848,0.013,24576771848,2792705,2793042,1252,66005,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리"
23,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,23452674686,0.012,23452686686,2735719,2736060,1218,63788,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF",제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼"
24,곤지암,2018-03-28,21442004144,0.011,21442004144,2675548,2676427,1124,88465,한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,류제윤,이주원,정아노마"
25,살인자의 기억법,2017-09-06,21375287492,0.011,21375287492,2658589,2658589,1064,88686,한국,한국,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,(주)영화사 이창",(주)쇼박스,15세이상관람가,"범죄,스릴러",원신연,"설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만"
26,트랜스포머: 최후의 기사,2017-06-21,21501959228,0.011,21501959228,2614601,2614601,1739,87234,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",마이클 베이,"마크 월버그,안소니 홉킨스,로라 하드독,조쉬 더하멜"
27,지금 만나러 갑니다,2018-03-14,20792868128,0.011,20792868128,2601079,2602273,1191,97365,한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은,이진,이상철,이재환,이정민,변지은,김지민,송지연,이준성,김지호,김하은,유은성,박서준,정유민,정현우,차봉주,김경애,김선웅,김범준,공효진,김민석"
28,보안관,2017-05-03,20697615509,0.011,20844488409,2571502,2588628,1091,63610,한국,한국,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남,염진환,박윤호,박지훈,신지훈,이규섭,이동현,이윤희,이정은,손여은,현봉식,손석배,배명진,강덕중,김재영,이운산,박윤호,양지수,김언수,최형욱"
29,보스 베이비,2017-05-03,18921138704,0.01,18936306704,2450349,2452245,1116,48371,미국,미국,,(주)씨제이이엔엠,전체관람가,"애니메이션,코미디,가족",톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜"
30,조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822724764,0.01,19822724764,2444123,2444136,1249,74951,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,어드벤처,코미디",김석윤,"김명민,오달수,김지원,김범,이민기,지웅배,이대현,이소희,이재웅,백승진,이정민,김정화,서지은,김탁호,김태윤,김태희,김현주,류현상,민성주,박동석,전건익,전현우,박지선,김태호,박지현,김건,최유진,김미란,김상일,김영우,김영진,한성희,염동헌,송훈,강덕중,조한준,윤상훈,장유화,현우,윤상돈"
31,박열,2017-06-28,18094175795,0.01,18094175795,2359273,2359707,1176,78500,한국,한국,(유)박열문화전문회사,플러스엠 엔터테인먼트,12세이상관람가,드라마,이준익,"이제훈,최희서,김인우,권율,민진웅,이형석,박진성,배정환,서동기,정무진,정승채,조박,윤재국,이경수,이동욱,이병훈,이성규,이승환,이신우,이영상,이재성,이정현,이종민,홍준석,달시 파켓,김준한,최정헌,백수장,이정현,정준원,류성현,박기륭,김성철,정태야,김희상,손준영"
32,메이즈 러너: 데스 큐어,2018-01-17,18902873104,0.01,18902873104,2299732,2299732,1090,58918,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
33,레디 플레이어 원,2018-03-28,19895853571,0.011,19895853571,2251299,2254430,1079,76981,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,어드벤처",스티븐 스필버그,"마크 라이런스,사이먼 페그,올리비아 쿡,타이 쉐리던,벤 멘델슨,T.J. 밀러,모리사키 윈"
34,원더 우먼,2017-05-31,17468588886,0.009,17468588886,2165401,2165401,1034,57818,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야"
35,겟 아웃,2017-05-17,17433925275,0.009,17433925275,2138425,2139452,945,56550,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러,드라마",조던 필,"다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,캐서린 키너"
36,혹성탈출: 종의 전쟁,2017-08-15,16854482778,0.009,16854482778,2051315,2051315,1017,44543,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,드라마,SF",맷 리브스,"앤디 서키스,우디 해럴슨,스티브 잔,주디 그리어,타이 올슨,채드 룩,티모시 웨버,마이클 아담스웨이트,라우로 차트랜드,스티브 바란칙"
37,애나벨 : 인형의 주인,2017-08-10,15527492238,0.008,15527492238,1934270,1934270,1006,35103,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),데이비드 F. 샌드버그,"스테파니 시그만,알리시아 벨라 베일리,미란다 오토,탈리타 베이트먼"
38,노무현입니다,2017-05-25,14559017612,0.008,14559017612,1855489,1855515,775,61330,한국,한국,영화사 풀,"CGV아트하우스,영화사 풀",12세이상관람가,다큐멘터리,이창재,"노무현,이상호"
39,저스티스 리그,2017-11-15,14629692795,0.008,14629692795,1786386,1786386,1308,73393,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",잭 스나이더,"벤 애플렉,갤 가돗,제이슨 모모아,레이 피셔,에즈라 밀러,헨리 카빌,J.K. 시몬스,윌렘 데포,제레미 아이언스,앰버 허드,코니 닐슨,에이미 아담스,다이안 레인"
40,킬러의 보디가드,2017-08-30,14020395800,0.0069999999999999,14020395800,1721757,1722017,482,42002,미국,미국,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",15세이상관람가,"액션,코미디",패트릭 휴즈,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,게리 올드만"
41,쥬만지: 새로운 세계,2018-01-03,13835919864,0.0069999999999999,13835919864,1711246,1711246,791,41818,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런,매디슨 아이스먼"
42,리틀 포레스트,2018-02-28,11916033185,0.006,11916033185,1504425,1507596,884,68386,한국,한국,(주)영화사수박,플러스엠 엔터테인먼트,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕,이광용,이상준,김재훈,이유진,김정은,김주은,이태영,김지윤,오수엽,박미현,박민지,박성준,임정희,박수현,박정희,박종찬,김혁,김호,강민지,김다정,김동혁,김명희,최원석,최혜림,김소정,김수현,김은영,김예슬,전국향,장재희,정준원,김현지"
43,부라더,2017-11-02,11783109998,0.006,11783109998,1492903,1492903,889,54976,한국,한국,"(주)홍필름,(주)수필름",플러스엠 엔터테인먼트,12세이상관람가,코미디,장유정,"마동석,이동휘,이하늬,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영,이봉련,허성태,손영순,서현철,김강현,류정수,송상은,윤태희,정순원,강지혜"
44,위대한 쇼맨,2017-12-20,11507339000,0.006,11507339000,1402300,1473275,702,36296,미국,미국,,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠데이아 콜먼"
45,기억의 밤,2017-11-29,10653271160,0.006,10653271160,1387779,1387779,759,53003,한국,한국,(주)비에이엔터테인먼트,"플러스엠 엔터테인먼트,주식회사 키위컴퍼니",15세이상관람가,"미스터리,스릴러",장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라,안민영,박경찬,임정민"
46,골든슬럼버,2018-02-14,11412768798,0.006,11412768798,1387508,1387508,833,42991,한국,한국,영화사 집,(주)씨제이이엔엠,15세이상관람가,"범죄,드라마",노동석,"강동원,김의성,한효주,김성균,김대명,윤계상,이준혁,정소민,최우식,유재명,차순배,김시은,이강희,이경훈,이상원,김재영,방한솔,이예림,김종호,손영진,신경철,이진구,이하늘,김지희,김지희,김진성,오기환,남은정,박다은,박서연,박성희,박시은,박은영,전한나,박정민,정신영,정연주,박지선,박지현,조영진,김건,최재호,최진호,최혜영,한대훈,황준혁,김소정,김수영,김우진,김승호,김유정,오륭,염혜란,떠리삐에,노수산나,이학주,우상기,원현준,김승훈,김미경,윤부진,곽자형,이상희,윤재인,정인겸,김서원,정미형,황재열,조승구,이승민,박혜영"
47,램페이지,2018-04-12,11951980109,0.006,11951980109,1385511,1385511,909,55295,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,브래드 페이튼,"드웨인 존슨,제프리 딘 모건,나오미 해리스,말린 애커맨,조 맨가니엘로,말리 쉘튼"
48,해피 데스데이,2017-11-08,11004455402,0.006,11004455402,1382650,1382650,714,52101,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러",크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드"
49,브이아이피,2017-08-23,10956621835,0.006,10956621835,1373316,1373316,996,44650,한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),청소년관람불가,"범죄,드라마",박훈정,"강소백,장동건,김명민,박희순,이종석,임보라,박재웅,박준서,박준호,신수정,안세진,조청원,지성훈,최상재,최우진,이상민,이윤하,이주원,김대현,오대환,이서준,현봉식,이정혁,유재명,최현종,임용순,곽진석,박혁민,이민혁"
50,궁합,2018-02-28,10478875438,0.006,10478875438,1340117,1,966,52427,한국,한국,(주)주피터필름,(주)씨제이이엔엠,12세이상관람가,"코미디,드라마",홍창표,"송영재,심은경,이승기,김상경,연우진,강민혁,최우식,조복래,박선영,이한서,윤송아,이선빈,이동희,이상진,이소현,이수연,이수연,이재은,김정겸,배지혜,이영수,이정현,이주연,이지민,신혜경,김탁호,김태환,유다영,유다영,윤예원,윤유선,민성주,장지선,정민규,정인영,정재훈,김필수,강현우,조성환,최민호,김욱,최우진,최준호,김보경,김서현,안지호,김성훈,김상혁,조수향,박진주,이정현,손성찬,박호산,최교식,김관수,유정호,박지일"
51,사라진 밤,2018-03-07,10697981316,0.006,10697981316,1315726,1315726,925,60086,한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",(주)키다리이엔티,15세이상관람가,스릴러,이창희,"김상경,김강우,김희애,서현우,이민지,이윤재,이지훈,김지영,최윤석,류경수,현봉식,경수진,황재열,김희상,복세훈"
52,에이리언: 커버넌트,2017-05-09,10745826264,0.006,10745826264,1307226,1307226,841,41761,미국,"미국,호주,뉴질랜드",,이십세기폭스코리아(주),15세이상관람가,"SF,스릴러",리들리 스콧,"마이클 패스벤더,캘리 헤르난데스,캐서린 워터스턴,제임스 프랭코,누미 라파스,가이 피어스,빌리 크루덥,카르멘 에조고,대니 맥브라이드,주시 스몰렛"
53,장산범,2017-08-17,10341783083,0.005,10341783083,1306438,1306438,711,34769,한국,한국,(주)드림캡쳐,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"미스터리,스릴러",허정,"염정아,박혁권,허진,신린아,방유설,이준혁,이달,이주원,장리우,정지훈,노수산나,김수안"
54,악녀,2017-06-08,9739662144,0.005,9739662144,1208081,1208081,685,46070,한국,한국,(주)앞에있다,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,액션,정병길,"이주원,김옥빈,천유진,한상우,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수,임도현,박지훈,박현민,백동현,장현기,정성윤,신중혁,신진철,정태수,차미진,윤인제,윤진영,이강우,이동희,이상진,이상철,이주현,홍준선,황성호,문지현,김해나,권혁범,김시원,곽진석,염석무,박기만,최용석,나애진,이승철,강병구"
55,바람 바람 바람,2018-04-05,9784307375,0.005,9784307375,1194216,1194229,985,57924,한국,한국,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,이병헌,"이성민,신하균,송지효,이엘,장영남,고준,서성원,이주한,이지원,이혜수,김태강,유아름,유현종,정석원,김욱,김건,김기훈,강민지,김도연,김명준,황미영,김승원,김영현,김성우,강희수,양현민,허준석,전광진,김그림,엄지만,윤설"
56,하루,2017-06-15,9070833842,0.005,9072737842,1129371,2204,781,45807,한국,한국,(주)라인필름,CGV아트하우스,15세이상관람가,스릴러,조선호,"김명민,변요한,유재명,조은형,신혜선,박정민,이승민,김영성,윤정로,김선경"
57,챔피언,2018-05-01,9445843630,0.005,9445843630,1124639,2908,874,47118,한국,한국,(주)코코너,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연,이규호,이수정,김정화,이혜민,김지연,김지환,김태현,오승환,유지연,박세준,전민지,전혜원,정승환,박지연,김건,김동현,김동현,김미미,홍지원,김재민,김수진,양현민,박지연,양조아,곽자형,서문호,오창경,이동진,이범규"
58,퍼시픽 림: 업라이징,2018-03-21,8962712795,0.005,8962712795,1077235,1077235,1145,49600,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,SF",스티븐 S. 드나이트,"존 보예가,스콧 이스트우드,케일리 스패니,아드리아 아르호나,번 고먼,찰리 데이,경첨,키쿠치 린코"
59,지오스톰,2017-10-19,8480864614,0.004,8480864614,1028384,1028384,854,35453,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,스릴러","딘 데블린,대니 캐넌","캐서린 윈닉,제라드 버틀러,짐 스터게스,애비 코니시,앤디 가르시아"
60,염력,2018-01-31,7484644112,0.004,7484644112,990104,990104,1099,45623,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",연상호,"이우룡,류승룡,김기범,심은경,박정민,김민재,정유미,이승용,예수정,이기환,이동근,김재원,백성욱,이재현,이정은,김주연,이지혜,이지훈,이현정,김흥태,나성식,박재규,조웅희,김기천,김기철,김기범,김대근,최영우,최지연,황영수,윤돈선,태항호,강덕중,김시우,엄지만,이지혜"
61,스타워즈: 라스트 제다이,2017-12-14,8666688961,0.005,8666688961,959577,959577,1107,31231,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",라이언 존슨,"마크 해밀,캐리 피셔,아담 드라이버,데이지 리들리,존 보예가,오스카 아이삭,루피타 뇽오,앤디 서키스,도널 글리슨,안소니 다니엘,그웬돌린 크리스티,켈리 마리 트란,로라 던,베니치오 델 토로"
62,불한당: 나쁜 놈들의 세상,2017-05-17,7667057125,0.004,7667057125,953099,963243,860,38877,한국,한국,"(주)씨제이이엔엠,(주)바른손",(주)씨제이이엔엠,청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤,박수영,양현민,최준영,김보미,최병모,홍인,최현종,남기애,임용순,안성봉,곽진석,박정규"
63,독전,2018-05-22,8022732100,0.004,8022732100,922922,5063844,1188,21133,한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
64,임금님의 사건수첩,2017-04-26,7048812805,0.004,12651193723,912666,1635003,1038,28091,한국,한국,"(주)영화사람,(주)씨제이이엔엠,(주)더타워픽쳐스",(주)씨제이이엔엠,12세이상관람가,"코미디,어드벤처,액션",문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진,박용균,박정민,박진욱,박형수,서병철,심상용,안용우,조제웅,유하나,윤기현,이상원,이승일,이승훈,이영호,이웅희,이재현,이재환,이정민,이주원,최용훈,김종훈,김정영,장문규,김응수,홍기준,강찬희,송훈,임용순,정태야"
