Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors
16,#살아있다,2020-06-24 00:00:00,15968219900,0.0139999999999999,15968219900,1903992,1903992,1882,137073,한국,한국,"영화사 집,(주)퍼스펙티브픽쳐스",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,드라마,조일형,"유아인,박신혜,전배수,고나영,권용채,김경태,김다영,김단비,김라희,김미래,김미래,김윤도,김학선,김현우,김훈만,나경철,나경철,노정미,박수찬,박윤호,박재현,박철민,박철민,소회정,손경원,신연우,심소연,양말복,양수진,연재흠,연제이,염정연,예효승,오혜원,유연,윤예나,은 한,최계형,최다인,이규호,이동규,이승진,이승창,한상균,한성수,이유진,이재영,이재영,황윤호,이채경,이현욱,이회원,임우찬,임은지,주보비,진소연,장의돈,장지건,전배수,전운종,정세미,정영도,강현구,조한준"
17,강철비2: 정상회담,2020-07-29 00:00:00,14663146110,0.013,14663146110,1791683,1791683,2137,106659,한국,한국,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,액션",양우석,"정우성,유연석,곽도원,앵거스 맥페이든,신정근,류수영,염정아,김용림,김명곤,장광,이재용,안내상,손종학,하쿠류,크리스틴 달튼,스콧 로웰,서동갑,김승태,정진각,유성주,김중희,김중기,신수연,심희섭,손승범,전운종,김호준,김중기,최원,서지원,조유신,김재일,이승찬,권혁성,이태형,최민철,박성현,최재훈,박윤석,이수련,고윤,이남희,전영미,공대유,서지원,현대철,최희진,김다영,김진욱,조민국,조의진,고현철,김세윤,김연,이동호,위민국,하진철,이재영,박범기,박범석,권동원,지웅배,김평조,류한선,이민수,김한,이충배,신훈희,한상균,임평순,김진숙,김우진,이육헌,이지혁,조성재,송채린,권훈,김영조,오재세,남찬규,양욱,김상화,류근식,김왕도,홍인아,강지훈,김선홍,장나라,김시원,한민희,이덕건,이순풍,김상욱,김우택,김용우,정상균,구본혁,최민혁,김민호,최나린,문근식,김용우,최병문,권관옥,박경준,한동균,백승환,최현종,홍경훈,유현식,김탁,이진희,홍현종,최기상,육효명,이정철,양영일,김지한,이규연,고재운,표성균,정승기,임재혁,문지완,최승혁,강민규,백남해,전병도,김종표,추태균,안영진,이선희,안승현,손인숙,이승미,김애란,김철웅,박문희,박현옥,안찬성,이미경,박천호,정석희,한옥순,유영숙,한재완,박미숙,조혜경,이원,김도현,김도빈,전지호,문장택,이용기,인승주,임정빈,박주현,최민서,박민혁,김영욱,김진우,이종현,이상직,윤정도,김상우,송승표,신민규,김성우,고태관,박종훈,허인홍,경성현,최현채,김태준,조우진,유현주,김규민,정세미,고해성,강태식,박소라,이동규,신동호,유재상"
18,샹치와 텐 링즈의 전설,2021-09-01 00:00:00,17715109720,0.016,17715109720,1740868,1740868,1784,117475,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지",데스틴 다니엘 크리튼,"양조위,아콰피나,양자경"
19,담보,2020-09-29 00:00:00,14749481550,0.013,14749481550,1719593,1719593,1342,110293,한국,한국,"(주)제이케이필름,(주)레드로버,(주)씨제이이엔엠,(주)영화사연",(주)씨제이이엔엠,12세이상관람가,드라마,강대규,"성동일,하지원,김희원,박소이,나문희,김윤진,김재화,홍승희,유태오,유성주,정인기,진유영,이재용,박현숙,유순웅,차청화,장명갑,김민주,김해용,김병철,윤종구,이상화,이도엽,이필라,한복희,박시완,박경환,임세현,노은하,신나리,서성광,문성환,이상협,박은영,김서현,윤태웅,이샘,강재은,강민지,신동훈,김양성,송율희,권현희,이태형,이은주,문성복,이문빈,신민경,김봉성,김다연,천현우,김인이,문원주,김봉수,최미라,김규도,오세현,정원,유현수,정태인,박현수,곡여병,유성현,현정애,장호문,한승윤,차건,김수현,배서희,양세연,박예서,박지민,오정원,박소현,오나예,김예원,박지성,정세한,하지원,정주용,김가령,최수아,양예슬,권채민,서수빈,이정봉,송혜령,김민지,지선,정민경,천윤진,배근하,오연지,박재홍,이상협,이동진"
20,인질,2021-08-18 00:00:00,15585244870,0.0139999999999999,15585244870,1638439,1638439,1294,110424,한국,한국,"(주)외유내강,(주)샘컴퍼니",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",필감성,"황정민,김재범,이유미,류경수,정재원,이규원,이호정,조경현,신현종,백주희,한규원,지남혁,류성현,김재철,임형태,강덕중,김주희,임철수,윤상화,김정민,이형길,김보경,한성관,허남준,김필,최현도,최원,정근,이용재,우원규,이문석,고민지,이상근,이창인,정병두,한영균,윤홍빈,장세원,오재세,최필상,강민재,조호천,안구희,우광제,정상균,한훈,김시원,김진솔,은정완,오주환,장원경,노은하,정준현,신재영,강충훈,김형기,박지윤,전혜원,박성웅,박경림,류승범,유해진,이성민,전도연,주지훈,박혜영"
21,듄,2021-10-20 00:00:00,17428460010,0.015,17428460010,1586214,1586214,1576,105298,미국,미국,,워너브러더스 코리아(주),12세이상관람가,SF,드니 빌뇌브,"티모시 샬라메,레베카 퍼거슨,오스카 아이삭,조슈 브롤린,제이슨 모모아,하비에르 바르뎀,젠데이아 콜먼,스텔란 스카스가드,장첸,데이브 바티스타,데이비드 다스트말치안,샬롯 램플링,샤론 던컨 브루스터,스티븐 헨더슨"
22,삼진그룹 영어토익반,2020-10-21 00:00:00,13987385870,0.012,13987385870,1571924,1571924,1615,139394,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이종필,"고아성,이솜,박혜수,김예지,백현진,조현철,김종수,김원해,배해선,데이비드 맥기니스,이성욱,김희상,김희상,한재이,이주미,임종훈,함채영"
23,도굴,2020-11-04 00:00:00,13960989670,0.012,13960989670,1545281,1545281,1635,138329,한국,한국,(주)싸이런픽쳐스,(주)씨제이이엔엠,12세이상관람가,범죄,박정배,"이제훈,조우진,신혜선,임원희"
24,보이스,2021-09-15 00:00:00,14025546720,0.012,14025546720,1426357,1426357,1296,118227,한국,한국,(주)수필름,(주)씨제이이엔엠,15세이상관람가,"범죄,액션","김선,김곡","강현아,변요한,조한철,김무열,김희원,박명훈,이주영,조재윤,이규성,이운산,옥자연,윤종석,성도현,조현식,윤병희,김가영,홍경,문동혁,라민,류성현,윤슬,홍승일,윤대열,윤영균,조준,윤봉길,강득종,양지수,김장원,윤정로,이지현,김민식,이강녕,유정호,조용근,김상묵,김희상,고윤안,안진영,박찬국,주명철,유영섭,이근후,이동용,최재훈,박지훈,노재훈,이병희,서덕인,정영기,김건,정현주,임요한,김연교,백우영,박지영,정현재,박진아,김태향,심소영,박광재,남태우,이성민,신동훈,문정대,김근영,최홍락,원진호,곽기훈,이시후,이정섭,황재하,이영희,정혜경,안진영,김완수,최지연,지한별,서지호,김현수,원진아,최병모,손종학,민성욱,손병호,기주봉,차순배,박진수"
25,해적: 도깨비 깃발,2022-01-26 00:00:00,12523963990,0.011,12523963990,1339242,1339242,1708,117320,한국,한국,"(주)어뉴,오스카10스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"어드벤처,액션,코미디",김정훈,"조정우,김은준,강하늘,한효주,이광수,권상우,채수빈,오세훈,김성오,박지환,윤상돈,임세찬"
26,007 노 타임 투 다이,2021-09-29 00:00:00,12009884680,0.011,12009884680,1229971,1229971,2201,98167,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,캐리 후쿠나가,"다니엘 크레이그,라미 말렉,라샤냐 린치,레아 세이두,벤 위쇼,아나 디 아르마스,나오미 해리스,랄프 파인즈"
27,오케이 마담,2020-08-12 00:00:00,10981950110,0.01,10981950110,1229018,1229018,1288,82970,한국,한국,"영화사올(주),(주)사나이픽처스",플러스엠 엔터테인먼트,15세이상관람가,"코미디,액션",이철하,"엄정화,박성웅,이상윤,배정남,이선빈,정수빈,유하준,박지일,김법래,주석태,조성희,유수정,최진호,김병옥,김혜은,전수경,박소리,임현성,이시원,송치훈,이정현,윤병희,곽진석,김한종,박태산,진모,김규백,강민순,김성종,주창욱,김미화,류혜린,배소영,이유안,천지유,배진아,이가경,김대우,박종환,곽민석,윤지온,양현민,정재민,어성욱,허승,이재혁,노승윤,전현숙,김인숙,정미경,김민체,고봉주,류대식,최영도,윤대열,이명로,우연화,배기림,홍기주,오시은,민채은,김태린,전운종,윤동주,우시헌,이태준,김태응,김진혁,김미라,유준혁,나종기,조은혜,김수호,이찬희,황재필,이종성,박경관,정우영,김도아,한아름,강병욱,윤소담,한희림,고재운,김남길,정만식,김종수,채하니"
28,신비한 동물들과 덤블도어의 비밀,2022-04-13 00:00:00,12287268510,0.011,12287268510,1192824,1192824,2207,105995,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"어드벤처,가족,판타지",데이빗 예이츠,"에디 레드메인,주드 로,매즈 미켈슨,캐서린 워터스턴,댄 포글러,앨리슨 수돌,에즈라 밀러,칼럼 터너,리차드 코일,올리버 마수치"
29,미나리,2021-03-03 00:00:00,10211802650,0.009,10211802650,1134200,1134200,1162,112912,미국,미국,,판씨네마(주),12세이상관람가,드라마,정이삭,"스티븐 연,한예리,윤여정,앨런 김,노엘 조,윌 패튼"
30,킹스맨: 퍼스트 에이전트,2021-12-22 00:00:00,10313351770,0.009,10313351770,1029365,1029365,1061,53562,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,청소년관람불가,액션,매튜 본,"랄프 파인즈,해리스 딕킨슨,리스 이판,젬마 아터튼,디몬 하운수,매튜 구드,톰 홀랜더,다니엘 브륄,찰스 댄스,애론 테일러 존슨,스탠리 투치,알렉산드라 마리아 라라,크리스티안 네크라소프"
31,발신제한,2021-06-23 00:00:00,9102830540,0.008,9102830540,955808,955808,1010,71157,한국,한국,"(주)티피에스컴퍼니,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,"스릴러,액션",김창주,"조우진,이재인,진경,김지호,지창욱,류승수,김태율,전석호,정애연,이설,정인기,남명렬,박영서,조인우,이주한,최유송,전광진,김봉만,배천수,김성수"
32,보스 베이비 2,2021-07-21 00:00:00,8293045050,0.00699999999999999,8293045050,925278,925278,1343,58567,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,어드벤처",톰 맥그라스,"알렉 볼드윈,에이미 세다리스,제임스 마스던,제프 골드블럼,지미 키멜"
33,더 배트맨,2022-03-01 00:00:00,9338714700,0.008,9338714700,904156,904156,2370,97369,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,범죄,드라마",맷 리브스,"로버트 패틴슨,폴 다노,조 크라비츠,앤디 서키스,제프리 라이트,콜린 파렐,피터 사스가드,존 터투로"
34,결백,2020-06-10 00:00:00,7858099340,0.00699999999999999,7859629340,893855,894025,1112,74531,한국,한국,(주)이디오플랜,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",15세이상관람가,드라마,박상현,"신혜선,배종옥,허준호,태항호,홍경,고창석,박철민,김수현,차순배,정인겸,최홍일,김중희,한이진,김도윤,신철진,김정팔,하성광,김현아,주석제,윤가현,한철우,곽자형,신현용,신원우,김정현,하윤서,김재철,이동규,숭의열,권혁훈,성규찬,김진욱,성열석,김상욱,고병택,고병택,길창규,정애화,황도윤,조민준,이지우,이지우,박시윤,헨니 사비니지,홍은진,김덕주,이민섭,김동현,박성훈,김미준,이소윤,임마리아,노형원,이한종,김지성,신문성,조민정,신혜정,남상우,이원상,한우열,노준표,서정원,김예진,조원준,김경태,윤민,이광섭,하승연,이재현,전정일,이상철,허성우,김가은,황재필,노태현,신정식,고경옥,이진희,이솔,방예슬,권지희,정시후,신재영,김정,노영애,오영욱,이장숙,홍현종,정세영,정승균,정승균,황영수,김지한,고재운,김석훈,박성근,배해선,박진영,김영재,원우,정한빈"
35,씽2게더,2022-01-05 00:00:00,8188147050,0.00699999999999999,8188147050,884072,884072,1251,72552,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,토리 켈리,할시,퍼렐 윌리엄스,보노"
36,콰이어트 플레이스 2,2021-06-16 00:00:00,8550116360,0.008,8550116360,863339,863339,1137,62891,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,스릴러,존 크래신스키,"에밀리 블런트,킬리언 머피,노아 주프,밀리센트 시몬스,디몬 하운수,웨인 듀발"
37,랑종,2021-07-14 00:00:00,8639576030,0.008,8639576030,834338,834338,1403,51793,한국,"한국,태국",(주)노던크로스,(주)쇼박스,청소년관람불가,"공포(호러),스릴러,드라마",반종 피산다나쿤,"나릴야 군몽콘켓,싸와니 우툼마,씨라니 얀키띠칸,야사카 차이쏜"
38,유체이탈자,2021-11-24 00:00:00,7941770790,0.00699999999999999,7941770790,818930,818930,1216,83938,한국,한국,"(주)비에이엔터테인먼트,(주)사람엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",15세이상관람가,"판타지,액션",윤재근,"윤계상,박용우,임지연,박지환,유승목,이성욱,홍기준,서현우,이운산,주진모,김민경,차혜림,정윤하,곽진석,김차이,김영성,천영암,박광재,권혁범,우강민,이홍내,김윤배,이호연,유성주,박유밀,윤기창,윤대열,현봉식,박인규,황재선,김승비,서세흥,백도겸,허동원,조아라,최동구,김현동,손화영,이학렬,황유현,김승필,이태영,김선간,이동민,정우영,신동호,강지구,김경로,김양원,서영재,양재훈,한시원,편한셈,최정현,김기태,소윤호,임동민,최현종,공병준,김선우,김세희,김이슬,고민지,강은수,강소연,배유리,박민정,신가인,임지영,제승현,전민아,전예지,정태인,정일화,최호정,김도준,박상혁,안성봉,오민준,조승범,김혜선,김채영,권세희,백한영,서유림,최수연,한희림,강정훈,김병규,김성엽,김민성,김찬욱,김진솔,박준영,안구희,안시율,이동기,이태연,임현욱,조승원,이하주,한나나,손주아,신보희,주혜지,안스완,이송희,김우유,이다원,채비니,신나라,이윤민,정주섭,임재혁,이서경,조선우,한지훈,이하주,오하늬,채정은,심채원,한리나,배광표,김대성,정기호,윤재근,최시형,오유빈"
39,컨저링3: 악마가 시켰다,2021-06-03 00:00:00,8026047360,0.00699999999999999,8026047360,799457,799457,1133,51745,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"공포(호러),미스터리,스릴러",마이클 차베즈,"베라 파미가,패트릭 윌슨"
40,킹메이커,2022-01-26 00:00:00,7377557110,0.00699999999999999,7377557110,783182,783182,1185,80132,한국,한국,(주)씨앗필름,플러스엠 엔터테인먼트,15세이상관람가,드라마,변성현,"설경구,이선균,유재명,조우진,박인환,이해영,김성오,전배수,서은수,김종수,윤경호,김새벽,정재성,배종옥,진선규,이재원,김지훈,김주령,장인섭,윤세웅,서상원,허동원,김재화,최광제,윤사봉,이동용,최선규,홍현종,이지호,남승화,정수지,백익남,정우혁,곽동현,문정대,오봄길,송요셉,천재홍,성일,손경원,박세준,안동구,고동업,이동희,박찬규,이상택,김귀선,전현숙,김병철,조현숙,김두은,장예진,양진억,이화룡,마정필,김규인,류연수,곽자형,강홍렬,김동현,이서환,김진모,류대식,구민혁,유승일,전필재,나현민,박재현,선우,김미진,고재경,윤소담,김도영,석승훈,이규창,김경일,김병철,김용,박준형,이진호,장다은,장지연,정해은,전성원,허성재,임승민"
41,언차티드,2022-02-16 00:00:00,7116304100,0.006,7116304100,730924,730924,1536,77036,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",루벤 플레셔,"톰 홀랜드,마크 월버그,안토니오 반데라스,소피아 알리,타티 가브리엘"
42,기적,2021-09-15 00:00:00,6638872310,0.006,6638872310,716580,716580,1198,78674,한국,한국,(주)블러썸픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이장훈,"박정민,이성민,임윤아,이수경,김강훈,정문성,김동현,이동용,유순웅,김자영,심순영,박인혜,안태린,고현철,유병선,심소영,조연희,정혜경,유승목,박철민,송재룡,오경화,손성찬,김비비,최종윤,오치운,박선아,배기범,천신남,송경화,김준희,이상철,박찬별,이연선,박소을,최규철,김동철,노은하,고창석,허준석"
43,고질라 VS. 콩,2021-03-25 00:00:00,6772634130,0.006,6772634130,703485,703485,1295,62374,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,아담 윈가드,"알렉산더 스카스가드,밀리 바비 브라운,레베카 홀,카일 챈들러,오구리 슌,에이사 곤잘레스"
44,경관의 피,2022-01-05 00:00:00,6734232520,0.006,6734232520,684681,684681,1187,57439,한국,한국,리양필름(주),(주)에이스메이커무비웍스,15세이상관람가,"범죄,드라마",이규만,"이창윤,조진웅,최우식,박희순,권율,박명훈,홍기준,이얼,이현욱,백현진,박정범,원현준,손인용,연제욱,차엽,이도군,윤진영,김그림,임철형,곽민석,남문철,이성우,김준범,김재영,한갑수,이운산,정의욱,박기덕,서영화,박상훈,장서경,이준기,김한나,이동욱,박재철,한창현,허형규,정민성,김태겸,신철용,정종우,천재홍,조정환,백서빈,장래군,이택근,임영우,문정웅,김선웅,진시원,조한결,서호철,박응수,우수빈,강후재,이태구,정수일,정수용,박영빈,김태준,엄지만,김주아,이서안,박미애,이민영,김선문,이원희,이다령,이장규,이재은,임현욱,노성후,박희진,변동준,김곤,오진호,김유엽,송여진,이진영,김상욱,장의돈,오규택,장서이,임정옥,한동균,이왕수,최현종,황영수,이한승,정광필,신승빈,진지민,박응수,노은하,정성모,오진호"
45,극장판 주술회전 0,2022-02-17 00:00:00,6321179810,0.006,6321179810,636470,636470,843,65904,일본,일본,,(주)대교 미디어콘텐츠사업본부,15세이상관람가,애니메이션,박성후,"오가타 메구미,하나자와 카나,코마츠 미카코,우치야마 코우키,세키 토모카즈,나카무라 유이치,사쿠라이 타카히로"
46,엔칸토: 마법의 세계,2021-11-24 00:00:00,5985627300,0.005,5985627300,631533,631533,1102,53072,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"바이론 하워드,자레드 부시,채리스 카스트로 스미스","스테파니 비트리즈,마리아 세실리아 보테로,윌머 발더라마,아다사,다이앤 게레로,마우로 카스틸로,앤지 세페다,제시카 대로우,렌지 펠리즈,캐롤리나 가이탄"
47,연애 빠진 로맨스,2021-11-24 00:00:00,6150119190,0.005,6150119190,606537,606537,967,67161,한국,한국,"(주)씨제이이엔엠,트웰브져니(주)",(주)씨제이이엔엠,15세이상관람가,"멜로/로맨스,코미디",정가영,"전종서,손석구,공민정,김슬기,배유람,김재화,임성재,임선우,김영옥,김광규,이학주,백재우,손석구,민성욱,고은민,장서경,김형준,장의수,김미화,어성욱,김지훈,이혜준,황대웅,김봉희,최청자,황복순,박인지,정하진,정준환,채영은,이동현,오은지,노희국,김다영,오상림,박세이,강문봉,남희정,채일,김형남,박종환"
48,원더 우먼 1984,2020-12-23 00:00:00,4947583400,0.004,4947583400,548695,548695,2260,83703,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",팻티 젠킨스,"갤 가돗,크리스 파인,크리스틴 위그,페드로 파스칼,코니 닐슨,로빈 라이트,가브리엘라 와일드"
49,국제수사,2020-09-29 00:00:00,4496603760,0.004,4496603760,537470,537470,1074,41108,한국,한국,(주)영화사장춘,(주)쇼박스,15세이상관람가,"코미디,액션",김봉한,"곽도원,김대명,김희원,김상호,이유진,손현주,조재윤,신승환,신동미,이한서,김창옥,강채민,이찬유,이규영,김채준,성혁,이소진,이봉련,이유리,박창희,황무영,이홍내,박대원,희웅,정영철,여상훈,강덕환,정인덕,김단아,하은수,이강녕,황두하"
