Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors,movieCd,fd_rank,w1_rank,w2_rank,w1_au,w2_au,w3_au,w1_av_sc,w2_av_sc,w3_av_sc,Distributor_Sc
43.0,잠,2023-09-06,13894258933.0,0.005,13894258933.0,1470359.0,1470359.0,1231.0,103697.0,한국,한국,(주)루이스 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,미스터리,유재선,"정유미,박현정,이선균,김금순,이동찬,오윤수,홍하나임,김국희,이경진,윤경호",20224667,1,1,1,633262,1092364,1362238,1137.7142857142858,1094.2857142857142,984.5714285714286,A
44.0,외계+인 2부,2024-01-10,13792326337.0,0.005,13792326337.0,1430121.0,1430121.0,1390.0,97872.0,한국,한국,(주)케이퍼필름,(주)씨제이이엔엠,12세이상관람가,기타,최동훈,"류준열,김태리,김우빈,이하늬,염정아,조우진,김의성,진선규,신정근,윤경호,이시훈,최미금,위지웅",20235253,1,1,1,733722,1148911,1333104,1306.2857142857142,1289.7142857142858,889.5714285714286,A
45.0,위시,2024-01-03,13390807253.0,0.005,13390807253.0,1404568.0,1404568.0,1421.0,88438.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"크리스 벅,폰 비라선손","아리아나 데보스,크리스 파인,알란 터딕",20235834,1,1,2,711478,1037503,1242978,1275.7142857142858,930.4285714285714,835.8571428571429,A
46.0,달짝지근해: 7510,2023-08-15,13445519901.0,0.005,13445519901.0,1388309.0,1388309.0,1032.0,86601.0,한국,한국,(주)무비락,(주)마인드마크,12세이상관람가,코미디,이한,"유해진,김희선,차인표,진선규,한선화,정다은,이준혁,이지훈,윤병희,김서현,김기천,현봉식,기소유,이동용,최교식,이승훈,임승범,안주리,정우성,염혜란,임시완,고아성,우현,이호철,김범태,이한솔,김율호,신우희,강지은,김한솔,손정아,김호경,한태은,강충훈,홍성관,이동규,박도영,김범석,구본진,유수연,김경리,김륜호,한태진,김인경,장준현,강다희,장지훈,권귀빈,서정원,양재현,하시연,김민정,채송화,김수진,이왕수,신정만,전두현,우혁",20226500,3,3,3,495704,877625,1135019,817.4285714285714,946.1428571428572,896.4285714285714,D
47.0,브로커,2022-06-08,12587208030.0,0.005,12587208030.0,1261258.0,1261258.0,1594.0,66210.0,한국,한국,영화사 집,(주)씨제이이엔엠,12세이상관람가,드라마,고레에다 히로카즈,"송강호,강동원,배두나,이지은,이주영,임승수,박지용,김선영,이무생,이동휘,김새벽,백현진,오희준,류경수,종호,성유빈,박강섭,김금순,강길우,김예은,류지안,윤슬,장혜민,정종열,최희진,이도군,김도연,최효상,강민지,이가경,양권석,이두석,박종현,전선호,박영준,황도윤,김다나,김수현,배가진,김진아,나경철,이가은혜,송새벽,박해준,정지우,이도군,윤슬",20206257,1,2,3,885094,1150657,1226705,1490.571428571429,722.8571428571429,440.2857142857143,A
48.0,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,11996684809.0,0.005,11996684809.0,1183536.0,1183536.0,439.0,48582.0,일본,일본,,"(주)바이포엠스튜디오,홀리가든",12세이상관람가,멜로/로맨스,미키 타카히로,"미치에다 슌스케,후쿠모토 리코,후루카와 코토네,마츠모토 호노카",20228313,9,4,2,71801,216992,378698,226.7142857142857,391.8571428571428,350.57142857142856,D
50.0,인생은 아름다워,2022-09-28,10906511019.0,0.004,10906511019.0,1172742.0,1172742.0,1285.0,106987.0,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,뮤지컬,최국희,"김동국,류승룡,염정아,박세완,옹성우,심달기,정현정,하현상,김다인,유순웅,이세령,김민체,조승연,조수지,변진수,문정대,박경근,김호준,정영섭,박경찬,황정윤,한이진,김영준,남성호,이희규,김진아,전무송,박영규,김혜옥,신신애,김종수,고창석,염혜란,김선영,류현경",20198317,3,3,2,363305,667417,863887,1208.857142857143,1028.7142857142858,874.5714285714286,A
51.0,드림,2023-04-26,10821044597.0,0.004,10821044597.0,1128375.0,1128375.0,1285.0,61737.0,한국,한국,"(주)옥토버시네마,(주)노브레이크필름",플러스엠 엔터테인먼트,12세이상관람가,"코미디,드라마",이병헌,"박서준,아이유,김종수,고창석,정승길,이현우,양현민,홍완표,허준석,이하늬,박선웅,박재철,홍지석",20198482,1,2,3,679743,984468,1088338,1238.7142857142858,806.5714285714286,659.4285714285714,A
52.0,비공식작전,2023-08-02,10192841216.0,0.004,10192841216.0,1058745.0,1058745.0,1151.0,45083.0,한국,한국,"(주)와인드업필름,와이낫필름",(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,주지훈,권은성,홍지석,임형국,김응수,김종수,박혁권,유승목,한수현,최정우,장소연",20193879,2,2,9,812259,1022238,1045179,1107.857142857143,674.8571428571429,256.57142857142856,A
53.0,1947 보스톤,2023-09-27,9471262798.0,0.004,9471262798.0,1027545.0,1027545.0,1282.0,63553.0,한국,한국,"(주)비에이엔터테인먼트,(주)빅픽쳐","롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",12세이상관람가,드라마,강제규,"하정우,임시완,배성우,김상호,오희준,박효주,서정연,최규환,송영창,이규복,정영주,박서원,박은빈,임현성,김정철,리민,윤희철,김서현,최종률,김민경,홍성덕,양지수,김환영,황자능,김수혁,서동규,안태준,구자건,이태형,이한종,천재홍,노형원,주영호,윤부진,정미남,조혜선,정익한,박기선,오경주,양소민,조홍우,양지수,최상재,정재윤,진범일",20197122,2,4,3,735536,861252,934494,1183.142857142857,795.8571428571429,631.5714285714286,A
54.0,댓글부대,2024-03-27,9239971711.0,0.003,9239971711.0,972914.0,972914.0,1228.0,67710.0,한국,한국,(주)영화적순간,(주)에이스메이커무비웍스,15세이상관람가,"범죄,드라마",안국진,"손석구,김성철,김동휘,홍경,이찬유",20231041,1,2,2,611447,831733,927250,1158.857142857143,837.8571428571429,657.5714285714286,B
56.0,스파이더맨: 어크로스 더 유니버스,2023-06-21,9521750396.0,0.004,9521750396.0,923007.0,923007.0,1103.0,47346.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,애니메이션,호아킴 도스 산토스,"샤메익 무어,헤일리 스테인펠드,제이크 존슨,브라이언 타이리 헨리,오스카 아이삭",20232180,2,4,4,407822,637064,834058,1019.7142857142856,688.4285714285714,594.5714285714286,A
57.0,데시벨,2022-11-16,8852632146.0,0.003,8852632146.0,901426.0,901426.0,1152.0,55355.0,한국,한국,"이스트드림시노펙스(주),(주)기억속의매미",(주)마인드마크,12세이상관람가,액션,황인호,"김래원,채시은,임병훈,정상훈,이종석,박병은,이상희,김정우,나현우,박성훈,조인우,이종욱,박진수,신윤주,조달환,우지현,노성은,이승훈,윤정열,김건,장세원,안태환,류시안,명홍진,한민엽,권동호,김진환,위민국,김호준,손윤환,오동훈,김창헌,이한주,손승범,이화영,한기찬,정원석,김이준,신영찬,성백인,김동훈,김동연,류필립,정율건,장용희,이영훈,박수현,조강혁,장민수,이후림,이재준,차은우,이민기,김슬기,강경헌,차정환,최미라,한상경,김태훈,유민석,이승준,정우혁,한창현,고태영,김현동,윤지희,윤현길,손광익,박지원,서지원,최현주,임서영,이현하,손서영,이정준,안다정,감승민,윤기창,원시현,김하랑,설윤지,정현지,이윤호,차재현,최윤빈,임병택,정현옥,형영선,정재훈,조한결,김장원,이나민,오은지,전한나,전아희,윤재형,김진우,신치영,정다온,장은주",20217905,1,1,2,571385,815751,877595,1087.7142857142858,855.0,477.0,D
58.0,정직한 후보2,2022-09-28,8447760162.0,0.003,8447760162.0,899899.0,899899.0,1318.0,77223.0,한국,한국,"(주)수필름,(주)홍필름",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디,장유정,"라미란,김무열,윤경호,서현우,박진주,윤두준,김용림,신재휘,배해선,성열석,이진희,장원형,박주용,임영우,신윤정,김귀선,하성광,정영기,류경환,정예훈,이혜라,홍승균,한창현,정혜경,한동호,김석영,채수연,박선혜,오재세,김아라,유형준,임태훈,정우혁,유일한,문규민,강숙,조용환,변동욱,홍인아,김태율,황우상,유영복,박재완,오규택,이은석,차정민,오윤수,이명자,이순풍,임용순,김동인,나호숙,김지혜,임승묵,이태영,유준상,김재화,김지성,온주완,윤사봉,나문희,이동찬,이재은",20219628,1,2,3,518253,756364,851290,1264.142857142857,920.4285714285714,664.1428571428571,A
59.0,아쿠아맨과 로스트 킹덤,2023-12-20,8990202656.0,0.003,8990202656.0,878012.0,878012.0,965.0,36735.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",제임스 완,"제이슨 모모아,패트릭 윌슨,야히아 압둘 마틴 2세,앰버 허드,니콜 키드먼",20235735,3,3,4,514189,787294,856506,926.7142857142856,859.4285714285714,551.4285714285714,A
61.0,인디아나 존스: 운명의 다이얼,2023-06-28,8504251466.0,0.003,8504251466.0,860470.0,860470.0,1268.0,46174.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"어드벤처,액션",제임스 맨골드,"해리슨 포드,안토니오 반데라스,존 라이스 데이비스,매즈 미켈슨",20232273,2,3,3,592782,823629,855266,1227.0,864.2857142857143,314.7142857142857,A
63.0,장화신은 고양이: 끝내주는 모험,2023-01-04,7928562363.0,0.003,7928562363.0,836987.0,836987.0,924.0,43493.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,조엘 크로포드,"안토니오 반데라스,셀마 헤이엑,올리비아 콜맨,하비 길렌,샘슨 카요,와그너 모라,안토니 멘데즈,존 멀레이니,플로렌스 퓨,더바인 조이 랜돌프,레이 윈스톤",20224109,3,4,4,359722,570643,699969,825.0,740.5714285714286,548.7142857142857,B
65.0,블랙 아담,2022-10-19,8040723608.0,0.003,8040723608.0,779485.0,779485.0,1524.0,77116.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,SF",자움 콜렛 세라,"드웨인 존슨,노아 센티네오,피어스 브로스넌,퀸테사 스윈들,알디스 호지,사라 샤이",20226886,1,1,3,484238,672148,766980,1465.857142857143,784.1428571428571,699.7142857142857,A
66.0,트랜스포머: 비스트의 서막,2023-06-06,7786907316.0,0.003,7786907316.0,769993.0,769993.0,1123.0,45195.0,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,액션,스티븐 카플 주니어,"안소니 라모스,피터 딘클리지",20232025,2,2,4,593479,727246,759545,1078.428571428571,682.1428571428571,275.57142857142856,A
67.0,대외비,2023-03-01,7469378721.0,0.003,7469378721.0,756355.0,756355.0,1157.0,53616.0,한국,한국,"(주)트윈필름,(주)비에이엔터테인먼트",플러스엠 엔터테인먼트,15세이상관람가,"범죄,드라마",이원태,"조진웅,이성민,김무열,원현준,김민재,유승목,김윤성,박세진,손여은,이상원,박정표,박상원,허지원,정기섭,박기선,한갑수,문정대,박상규,손성찬,엄옥란,박재원,양정인,곽진,이상협,권혁성,우수빈,김제형,김수환,문순주,최병윤,김성곤,박시완,최현도,여이레,정소리,윤도영,김진,문지영,허민아,김형명,이원진,정조준,최동구,이형원,김민준,이정우,유상재,양택호,이태일,김미현,임종훈,김탁,이유주,송용환,김가은,조영진,최민철",20208962,1,1,3,553546,708595,747662,1058.0,743.1428571428571,474.8571428571428,A
68.0,자백,2022-10-26,7352661230.0,0.003,7352661230.0,738154.0,738154.0,1115.0,78572.0,한국,한국,리얼라이즈픽쳐스(주),롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"범죄,스릴러",윤종석,"김도형,소지섭,김윤진,나나,최광일,박현숙,홍서준,박미현,서영주,황선희,한갑수,김용호,이강진,정청민,박지열,안문주,배재완,조진결,유건우,김관수,안애경,이동규,마정필,원동연,신훈희,김빛나래,백승훈,정윤하,이민식,이승현,김경석,오지영,진범일,김제형,최일순,한동원,유인혜,김시우,선율우,이재경,안세진,홍달표,박시현,문헌주,김흥태",20198429,2,1,1,311754,575312,701604,1085.2857142857142,1061.0,786.4285714285714,A
71.0,프레디의 피자가게,2023-11-15,6960971006.0,0.003,6960971006.0,712361.0,712361.0,1041.0,35047.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"공포(호러),스릴러",엠마 타미,"조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨,매튜 릴라드",20235030,1,1,2,374278,575961,657757,879.8571428571429,627.4285714285714,426.2857142857143,B
72.0,리바운드,2023-04-05,6708546948.0,0.003,6708546948.0,699723.0,699723.0,1154.0,56701.0,한국,한국,"(주)비에이엔터테인먼트,워크하우스컴퍼니(주)",(주)바른손이앤에이,12세이상관람가,드라마,장항준,"홍성우,나현우,김영훈,배진완,안재홍,이신영,정진운,정건주,김민,안지호,이준혁,김회진,김수진,강애심,민무제,최정윤,배성일,강신철,유인혜,송창규,이상원,이태영,백도겸,오현수,서자영,정서인,전영,윤인조,김용현,조준기,양한열,송예슬,김희상,변진수,유순웅,박경관,장준혁,정승원,김정한,이진혁,박시환,이남우,김방선,이형석,이은주,김종은,노경,유인혁,정윤호,한주희,백재민,이순원,성도현,정대경,이준서,김서원,김병준,조윤담,현진호,이진한,안정빈,한대훈,박건우,장현성,박상면,박재민",20226489,2,2,3,333478,504937,617418,1084.142857142857,704.7142857142857,645.2857142857143,D
73.0,더 마블스,2023-11-08,6841156465.0,0.003,6841156465.0,690814.0,690814.0,1532.0,66818.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF",니아 다코스타,"브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨,박서준",20235034,1,1,3,495805,651703,683904,1429.0,906.4285714285714,438.2857142857143,A
74.0,귀공자,2023-06-21,6704211465.0,0.003,6704211465.0,682856.0,682856.0,966.0,44887.0,한국,한국,"(주)영화사 금월,(주)스튜디오앤뉴",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,액션,박훈정,"정예지,김선호,강태주,김강우,고아라,손정아",20211937,3,3,5,412186,601131,673368,908.1428571428572,689.2857142857143,548.4285714285714,A
75.0,유령,2023-01-18,6760765879.0,0.003,6760765879.0,664146.0,664146.0,1099.0,46961.0,한국,한국,더램프(주),(주)씨제이이엔엠,15세이상관람가,"드라마,액션",이해영,"설경구,이하늬,박소담,박해수,서현우,김동희,김중희,고인범,조하석,서진원,유경훈,박상훈,김명선,한우열,윤정섭,손경표,김영택,김형서,박가영,금새록,공대유,김혜옥,김종수,이솜,이주영",20214823,2,4,5,414286,552954,624452,978.5714285714286,710.4285714285714,590.5714285714286,A
76.0,인어공주,2023-05-24,6668613190.0,0.003,6668613190.0,647706.0,647706.0,1364.0,37592.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"뮤지컬,가족,판타지,멜로/로맨스",롭 마샬,"멜리사 맥카시,하비에르 바르뎀,아콰피나",20231839,2,3,5,473534,602423,634954,1300.857142857143,543.8571428571429,206.0,A
77.0,플래시,2023-06-14,6735756989.0,0.003,6735756989.0,635269.0,635269.0,1258.0,43343.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,안드레스 무시에티,"에즈라 밀러,마이클 키튼",20231971,2,3,5,479453,602486,629888,1209.7142857142858,631.4285714285714,216.7142857142857,A
79.0,압꾸정,2022-11-30,5727172661.0,0.002,5727172661.0,608639.0,608639.0,1229.0,47410.0,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,"코미디,드라마",임진순,"마동석,도희원,정경호,오나라,최병모,오연서,류승수,임형준,나광훈,길해연,차우진,김찬형,한보름,김서연,남미정,박지훈,장명진,조용근,정지소,진선규,김숙,오희준,이재성,송진희,최형욱,김영미",20205106,2,2,3,413229,585969,603978,1107.428571428571,802.5714285714286,117.71428571428572,A
80.0,바비,2023-07-19,5760348243.0,0.002,5760348243.0,586371.0,586371.0,780.0,27733.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,기타,그레타 거윅,"마고 로비,라이언 고슬링,아메리카 페레라,케이트 맥키넌,잇사 레이,두아 리파,시무 리우",20232740,3,4,5,309036,467360,530831,747.1428571428571,532.7142857142857,220.42857142857144,A
81.0,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,5477045710.0,0.002,5477045710.0,581216.0,581216.0,809.0,14101.0,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유야마 쿠니히코,"마츠모토 리카,오오타니 이쿠에,이선호,김영선",20135304,3,4,4,395963,524610,561220,644.7142857142857,313.42857142857144,135.14285714285714,A
82.0,남은 인생 10년,2023-05-24,5676689089.0,0.002,5676689089.0,558330.0,558330.0,529.0,31046.0,일본,일본,,"(주)바이포엠스튜디오,(주)디스테이션",12세이상관람가,멜로/로맨스,후지이 미치히토,"고마츠 나나,사카구치 켄타로,쿠로키 하루,마츠시게 유타카,릴리 프랭키",20231677,4,4,9,63561,101304,117163,151.42857142857142,91.28571428571428,77.28571428571429,C
83.0,괴물,2023-11-29,5284514148.0,0.002,5284514148.0,536281.0,536281.0,647.0,30884.0,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,미스터리",고레에다 히로카즈,"안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",20234114,3,3,4,143728,221398,306828,618.5714285714286,384.7142857142857,403.4285714285714,A
84.0,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,6586552900.0,0.002,6586552900.0,535969.0,535969.0,410.0,20955.0,일본,일본,,(주)디스테이션,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",20230533,1,4,7,352995,459520,505251,327.85714285714283,296.0,243.57142857142856,C
85.0,3일의 휴가,2023-12-06,4945528917.0,0.002,4945528917.0,527989.0,527989.0,863.0,32779.0,한국,한국,글뫼 주식회사,(주)쇼박스,12세이상관람가,"판타지,드라마",육상효,"김해숙,신민아,강기영,황보라,박명훈",20190324,2,2,2,268195,465240,496721,788.7142857142857,816.0,176.14285714285714,A
86.0,더 문,2023-08-02,5207712778.0,0.002,5207712778.0,516556.0,516556.0,1187.0,30181.0,한국,한국,"씨제이이엔엠 스튜디오스 주식회사,블라드스튜디오",(주)씨제이이엔엠,12세이상관람가,"SF,액션,드라마",김용화,"설경구,도경수,김희애,박병은,조한철,최병모,홍승희,최형욱,이성민,김래원,이이경,최정우,백승철,한수현,전신환,이상원,염지영,정윤하,심영은,박충환,백승현,조승연,이윤재,최대성,강내균,강민재,강준석,김기태,김도형,김시국,김예은,김진태,김희성,박인국,여이레,이나현,임소현,장은서,차영주,채하니,최필상,허중회,순정,황재운,황재훈,김혜원,김상호,김난영,김준범,한승엽,정지우,최혜진,신서우,이지유,박현준,김상욱,백수진,장은서,전성아,홍성오,황인성",20218935,3,4,14,412257,498742,507252,964.7142857142856,502.2857142857143,79.0,A
87.0,고질라 X 콩: 뉴 엠파이어,2024-03-27,5110301281.0,0.002,5110301281.0,510292.0,510292.0,995.0,37754.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,SF",아담 윈가드,"댄 스티븐스,레베카 홀,브라이언 타이리 헨리",20248496,3,3,6,349938,461884,494644,901.2857142857144,677.2857142857143,310.85714285714283,A
91.0,동감,2022-11-16,4755257700.0,0.002,4755257700.0,490145.0,490145.0,1013.0,37451.0,한국,한국,(주)고고스튜디오,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,멜로/로맨스,서은영,"신기환,여진구,조이현,김혜윤,나인우,배인혁,노재원,남민우,신주협,여주하,임유빈,김보윤,김수혁,박지안,이지연,하동준,문창준,강동진,전윤혁,이기욱,박정환,차현주,장원석,고국희,채승우,박대영,이동현,한명환,김다영,박종희,장윤,신기환,최광균,이석엽,지성준,전준수,김시현,백길찬,김기태,이호윤,박찬혁,오승희,신기한,김용진,송우림,구금비,오상의,박준호,조태호,이주예,송채연,류인아,이지혜,이수민,윤상영,양은솔,유재명,박하선",20224598,3,3,4,341577,459187,484142,954.1428571428572,651.2857142857143,174.14285714285714,A
92.0,소년들,2023-11-01,4470423586.0,0.002,4470423586.0,471425.0,471425.0,1042.0,43356.0,한국,한국,"(주)아우라픽처스,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,"드라마,범죄",정지영,"설경구,유준상,진경,허성태,염혜란,김동영,김시운,유수빈,조현도,김도엽,서인국,배유람,하도권,이호철,윤병희,이가경,조유하,정원중,박철민,박희진,한수연,이정현,이요섭,정예진,이예원,윤설,서예화,노진원,노진원,조진웅,박소이,박원상,이광연,윤진영,김재록,주부진,조정환,하정민,정형기,이서환,이승훈,이도군,리우진",20200622,2,2,3,286925,404344,462096,990.0,696.8571428571429,556.7142857142857,A
93.0,늑대사냥,2022-09-21,4769650393.0,0.002,4769650393.0,458720.0,458720.0,1226.0,39242.0,한국,한국,"(주)콘텐츠지,(주)영화사채움","TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",청소년관람불가,"액션,범죄",김홍선,"김세중,서인국,장동윤,최귀화,성동일,박호산,정소민,고창석,장영남,손종학,이성욱,홍지윤,정문성,임주환,권오율,김문학,김찬형,정수교,심우성,정재훈,유현수,김기창,엄준기,박봉준,신성민,강신철,이승훈,박민석,안지혜,강정우,김대한,김진만,조성구,윤기창,김철윤,송지혁,손현준,양승호,전우재,김해준,지남혁,김성령,정원영,장재호,김민철,이종윤,조형래,김태준,서석규,윤돈선,최현준,김원중,이재호,조기태,박선준,정하준,서정우,황명환,구민혁,임지섭,이원행,최우빈,장솔,김재명,안현준,김선민,신동력,김현,차영주,김용훈,조연희,최상식,박승진,천재홍,유상재,장주완,강용규,황인환,이병호,이충식,이원행,최광휘,김대연,송원종,이혜미,이시안,이정우,한태양,김태윤,김민수,김정훈,정시훈,최영우,안현준,김한준,이성민,김현진,김바비,서정빈,백승익,송원종,김대근,안현준,최광휘,송지민,김민석,김도환,서정원,신승환,정성일,권율,권수현,이홍내,김강훈,전혜원,박성현",20211472,1,2,6,371025,441406,456158,1157.142857142857,448.8571428571428,207.7142857142857,A
95.0,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,4215596775.0,0.002,4215596775.0,451136.0,451136.0,748.0,17949.0,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"강승훈,윤제완","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,소연,김혜성,이장원,사문영,엄상현",20225190,4,5,8,274790,383827,422509,682.5714285714286,475.2857142857143,199.8571428571429,A
96.0,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,4129728321.0,0.002,4129728321.0,432388.0,432388.0,686.0,17355.0,한국,한국,(주)씨제이이엔엠,(주)씨제이이엔엠,전체관람가,애니메이션,변영규,"김영은,김채하,신용우,조현정,양정화,강새봄,김명준,김현수,박성태,김율,강성우,유혜지,여민정,이달래,이우리,김동현,김윤기,황동현,채림,박이서",20228640,4,4,6,188122,311566,388310,508.57142857142856,430.7142857142857,375.8571428571428,A
97.0,타겟,2023-08-30,4003424694.0,0.002,4003424694.0,424916.0,424916.0,986.0,43332.0,한국,한국,(주)영화사피어나,플러스엠 엔터테인먼트,15세이상관람가,스릴러,박희곤,"신혜선,김성균,임성재,강태오,임철수,이주영,금새록,노영학,김광현,조용준,최재섭,신승용,강내균,정우영,변진수,김원식,서덕인,송우림,정다온,박준희,김최용준,정재헌,민정기,신경석,이규섭,이연빈,박범수,전영,유정호,권구남,이민영,민채연,이은주,이서윤,유인서,오가빈,이혜준,김다한,지다연,최명빈,한이원,이육헌",20233014,2,2,5,301639,391275,419065,925.0,726.5714285714286,426.8571428571428,A
98.0,스위치,2023-01-04,4015064694.0,0.002,4015064694.0,422417.0,422417.0,912.0,37589.0,한국,한국,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,기타,마대윤,"권상우,오정세,이민정,박소이,김준,김미경,김명선,이서환,차시원,성병숙,김승훈,윤대열,민태율,이가경,이세인,정형석,황병국,문정대,고기영,김용우,황사무엘,손석배,노경섭,이주한,백경선,김희정,이윤규,이현지,김진우,유재명,황승언,송영재,이지훈",20215315,5,5,6,261404,371882,413119,863.2857142857143,699.8571428571429,196.1428571428572,A
99.0,놉,2022-08-17,4710335135.0,0.002,4710335135.0,416048.0,416048.0,1031.0,31747.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"미스터리,공포(호러)",조던 필,"다니엘 칼루야,키키 팰머,스티븐 연,마이클 윈콧,브랜든 페레아",20219345,3,3,6,292366,367650,403308,895.8571428571429,478.4285714285714,290.1428571428572,B
100.0,서치 2,2023-02-22,4084323024.0,0.002,4084323024.0,414598.0,414598.0,868.0,36910.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"미스터리,스릴러","니콜라스 D 존슨,윌 메릭","스톰 리드,켄 렁,다니엘 헤니,니아 롱",20239573,4,4,5,241144,365795,399843,842.4285714285714,616.4285714285714,392.7142857142857,A
101.0,리멤버,2022-10-26,3970165717.0,0.002,3970165717.0,412836.0,412836.0,1189.0,51986.0,한국,한국,(주)영화사 월광,(주)에이스메이커무비웍스,15세이상관람가,드라마,이일형,"이성민,남주혁,박근형,정만식,윤제문,송영창,문창길,박병호,최민철,남문철,양현민,박세현,윤우,박서연,하도권,이승준,박민이,이서준,송유현,하영,김귀선,이창직,남민우,이우성,김우진,한사명,함희수,정순원,김훈만,정영섭,이재혁,조태일,박성현,공경배,황연희,설창희,권범택,남상지,윤기창,박진영,이지유,김율호,강충훈,권반석,구자건,정충구,김민체,배명진,윤세웅,백익남,최솔희,권민경,오유미,이승준,한창현,박충환,서동복,강춘성,배기림,김도경,전두현,김태웅,김성곤,한지호,반혜영,조현수,김해준,이우주,진범일,노희중,한명철,곽나연,백승환,김윤찬,이정철,최기상,김성하,박병관,송경아,박용복,황영수,강종성,김상동,김지현,채승혜,박혜영,정예서,이다정,서호준,김관수,문지현,홍인아,정상현,김홍파,김근영,정한빈",20198461,1,2,2,272554,384289,406198,1147.0,905.7142857142856,396.8571428571428,B
102.0,트롤: 밴드 투게더,2023-12-20,3756959485.0,0.001,3756959485.0,407589.0,407589.0,845.0,15172.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,월트 도른,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,에이미 슈머,앤드류 라넬스",20235596,4,5,5,240741,373484,401096,678.0,574.0,293.0,B
103.0,인시디어스: 빨간 문,2023-07-19,4096944506.0,0.002,4096944506.0,401656.0,401656.0,758.0,18759.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,공포(호러),패트릭 윌슨,"패트릭 윌슨,타이 심킨스",20232778,4,5,6,287127,378033,397357,725.7142857142857,464.7142857142857,119.42857142857144,A
