w1_au,w2_au,w1_av_sc,slope
27730,10456,90.3257328990228,-0.1328245867322041
25724,12588,148.32619439868205,-0.1430233471301777
15705,9543,271.4444444444445,-0.0511159486377212
22132,8281,163.24973656480503,-0.1513532662749494
30598,12473,81.40858988977577,-0.0915102822793013
31407,10175,141.29113110539845,-0.1672196366025715
4699,4230,74.9271070615034,-0.1164360185787617
16547,6668,109.37582625118036,-0.0042086848549489
14604,9060,217.04458598726112,-0.1287464934473753
9661,4526,138.2965235173824,-0.0397536159761079
26541,9036,77.99622166246851,-0.1761556771092616
31745,5315,82.91604477611942,-0.0657203422378376
20698,7648,110.2633181126332,-0.1726485250791909
29500,7161,89.54900260190806,-0.1907482956567929
30183,5878,126.89549549549548,-0.1096587654413286
31295,3756,83.13662239089184,-0.1625972329188901
21311,9468,267.82226211849195,-0.1397301306092929
26428,4977,78.32176121930567,-0.18171711302196
26488,4037,154.77128547579298,-0.1826726098140273
13194,8730,215.28671328671328,-0.041468754940064
26375,3412,60.63218390804597,-0.1754336147166987
19326,5960,86.22179732313573,-0.1486245761943444
11438,6531,126.68670886075952,-0.1374812717440102
12696,6919,215.7087378640777,0.0669039473708114
23250,3554,156.4903846153846,-0.1411107648947531
13737,5087,105.4375,-0.0343530851440067
17555,6198,128.40647857889238,-0.0229603995158553
8682,5608,197.9609120521173,0.0212050712570743
13810,6494,171.40070921985816,-0.1538672904167385
12054,4859,152.58227848101265,-0.1435668114011278
19377,2844,87.79223300970875,-0.1027761733054546
14982,4578,92.72679045092838,-0.1135381204938329
18425,3533,180.6372549019608,-0.1042038747512566
13798,4435,264.6191780821917,-0.0338011325849411
20749,2247,97.80673400673398,-0.1887118492335606
16412,4445,60.11721611721612,-0.0800869394769369
3087,1798,61.56410256410256,-0.1296969780135022
14753,3477,91.0679012345679,-0.1534151554883351
3813804,1243795,1467.4120815698343,-0.1155628724326166
4170888,2842549,1778.1969669285584,-0.0990630262765007
750214,372416,450.4630296791904,0.148810364125262
533800,283684,262.7337927155112,-0.1684025216381348
523323,221633,232.839318629632,-0.1160960380500554
329522,198830,303.9069828722003,-0.0270737578993663
408342,233037,356.3193717277487,0.1599987770944155
416569,225520,290.9291629252719,-0.140571983887641
432894,147053,376.7103431128792,-0.1051927903961205
211998,113684,314.53709198813056,-0.0627192385876533
273463,129211,220.6109254350581,-0.0900476377411407
344019,94124,217.1641266119578,-0.1788424989520368
271889,146255,282.5449821852731,-0.068031869788134
271916,88315,277.7487231869254,-0.0688399799416654
253279,88439,213.73755274261603,-0.1115745710780016
264774,71776,386.2897040433514,-0.0970716940200488
137576,77078,177.7139693670419,-0.0229469443798837
163441,49149,167.87776962582538,-0.0610170906024756
150109,37025,141.0420134228188,-0.0749755652834573
122102,41799,140.0022932022932,-0.066052213646501
80621,32817,125.66176798040526,-0.164833067625529
88494,22937,129.89263996645,-0.1789407081732117
67681,25815,120.82810507523592,0.1399294126329862
91536,19745,99.66588894073728,-0.1136780375390526
71067,26854,165.27209302325582,-0.1309998752246856
68040,16722,115.15473887814312,-0.0581542542392174
68483,22856,108.18799368088467,-0.0162373144218978
50973,19259,75.80433397068197,-0.054537288943503
57602,12307,106.30477194832584,-0.1562543938955496
189737,108173,382.424128995105,-0.0582588146443301
29923,7900,115.78828081813155,-0.1274434910194646
27705,7785,68.31102500880591,-0.1132700370325587
14589,7934,88.6484375,-0.1018965548136024
18078,2552,106.43061396131202,-0.1767763001461772
13342,4033,65.67791842475386,-0.1496985294321539
10379,5435,205.23446327683612,-0.078750774410599
